date,dau tu
2019-04-14,78.0
2019-04-15,79.0
2019-04-16,88.0
2019-04-17,81.0
2019-04-18,90.0
2019-04-19,93.0
2019-04-20,73.0
2019-04-21,80.0
2019-04-22,91.0
2019-04-23,87.0
2019-04-24,85.0
2019-04-25,87.0
2019-04-26,76.0
2019-04-27,78.0
2019-04-28,68.0
2019-04-29,67.0
2019-04-30,64.0
2019-05-01,63.0
2019-05-02,84.0
2019-05-03,93.0
2019-05-04,83.0
2019-05-05,75.0
2019-05-06,94.0
2019-05-07,87.0
2019-05-08,90.0
2019-05-09,88.0
2019-05-10,84.0
2019-05-11,68.0
2019-05-12,71.0
2019-05-13,81.0
2019-05-14,86.0
2019-05-15,78.0
2019-05-16,87.0
2019-05-17,86.0
2019-05-18,71.0
2019-05-19,71.0
2019-05-20,80.0
2019-05-21,81.0
2019-05-22,87.0
2019-05-23,82.0
2019-05-24,75.0
2019-05-25,71.0
2019-05-26,80.0
2019-05-27,80.0
2019-05-28,81.0
2019-05-29,76.0
2019-05-30,73.0
2019-05-31,86.0
2019-06-01,73.0
2019-06-02,63.0
2019-06-03,78.0
2019-06-04,77.0
2019-06-05,82.0
2019-06-06,78.0
2019-06-07,71.0
2019-06-08,60.0
2019-06-09,67.0
2019-06-10,64.0
2019-06-11,73.0
2019-06-12,72.0
2019-06-13,78.0
2019-06-14,73.0
2019-06-15,66.0
2019-06-16,63.0
2019-06-17,78.0
2019-06-18,84.0
2019-06-19,77.0
2019-06-20,63.0
2019-06-21,75.0
2019-06-22,68.0
2019-06-23,60.0
2019-06-24,79.0
2019-06-25,100.0
2019-06-26,76.0
2019-06-27,82.0
2019-06-28,72.0
2019-06-29,67.0
2019-06-30,70.0
2019-07-01,84.0
2019-07-02,86.0
2019-07-03,79.0
2019-07-04,83.0
2019-07-05,72.0
2019-07-06,65.0
2019-07-07,50.0
2019-07-08,68.0
2019-07-09,71.0
2019-07-10,72.0
2019-07-11,64.0
2019-07-12,77.0
2019-07-13,63.0
2019-07-14,61.0
2019-07-15,75.0
2019-07-16,69.0
2019-07-17,70.0
2019-07-18,56.0
2019-07-19,68.0
2019-07-20,56.0
2019-07-21,57.0
2019-07-22,67.0
2019-07-23,64.0
2019-07-24,55.0
2019-07-25,58.0
2019-07-26,72.0
2019-07-27,52.0
2019-07-28,50.0
2019-07-29,67.0
2019-07-30,69.0
2019-07-31,54.0
2019-08-01,64.0
2019-08-02,56.0
2019-08-03,56.0
2019-08-04,55.0
2019-08-05,65.0
2019-08-06,64.0
2019-08-07,55.0
2019-08-08,66.0
2019-08-09,68.0
2019-08-10,57.0
2019-08-11,60.0
2019-08-12,66.0
2019-08-13,78.0
2019-08-14,67.0
2019-08-15,72.0
2019-08-16,69.0
2019-08-17,64.0
2019-08-18,63.0
2019-08-19,84.0
2019-08-20,69.0
2019-08-21,74.0
2019-08-22,64.0
2019-08-23,76.0
2019-08-24,54.0
2019-08-25,59.0
2019-08-26,65.0
2019-08-27,73.0
2019-08-28,74.0
2019-08-29,72.0
2019-08-30,73.0
2019-08-31,45.0
2019-09-01,55.0
2019-09-02,48.0
2019-09-03,68.0
2019-09-04,67.0
2019-09-05,62.0
2019-09-06,82.0
2019-09-07,63.0
2019-09-08,65.0
2019-09-09,68.0
2019-09-10,66.0
2019-09-11,67.0
2019-09-12,70.0
2019-09-13,65.0
2019-09-14,48.0
2019-09-15,57.0
2019-09-16,68.0
2019-09-17,68.0
2019-09-18,73.0
2019-09-19,78.0
2019-09-20,69.0
2019-09-21,62.0
2019-09-22,57.0
2019-09-23,69.0
2019-09-24,64.0
2019-09-25,77.0
2019-09-26,63.0
2019-09-27,70.0
2019-09-28,56.0
2019-09-29,56.0
2019-09-30,62.0
2019-10-01,80.0
2019-10-02,69.0
2019-10-03,70.0
2019-10-04,62.0
2019-10-05,57.0
2019-10-06,51.0
2019-10-07,59.0
2019-10-08,68.0
2019-10-09,74.0
2019-10-10,60.0
2019-10-11,71.0
2019-10-12,53.0
2019-10-13,54.0
2019-10-14,62.0
2019-10-15,59.0
2019-10-16,70.0
2019-10-17,61.0
2019-10-18,65.0
2019-10-19,46.0
2019-10-20,61.0
2019-10-21,77.0
2019-10-22,76.0
2019-10-23,69.0
2019-10-24,72.0
2019-10-25,72.0
2019-10-26,62.0
2019-10-27,58.0
2019-10-28,69.0
2019-10-29,64.0
2019-10-30,72.0
2019-10-31,72.0
2019-11-01,61.0
2019-11-02,48.0
2019-11-03,61.0
2019-11-04,67.0
2019-11-05,72.0
2019-11-06,62.0
2019-11-07,60.0
2019-11-08,62.0
2019-11-09,59.0
2019-11-10,53.0
2019-11-11,64.0
2019-11-12,70.0
2019-11-13,62.0
2019-11-14,51.0
2019-11-15,55.0
2019-11-16,44.0
2019-11-17,50.0
2019-11-18,62.0
2019-11-19,53.0
2019-11-20,54.0
2019-11-21,57.0
2019-11-22,59.0
2019-11-23,54.0
2019-11-24,61.0
2019-11-25,58.0
2019-11-26,61.0
2019-11-27,68.0
2019-11-28,61.0
2019-11-29,74.0
2019-11-30,63.0
2019-12-01,50.0
2019-12-02,64.0
2019-12-03,59.0
2019-12-04,58.0
2019-12-05,50.0
2019-12-06,59.0
2019-12-07,55.0
2019-12-08,52.0
2019-12-09,67.0
