date,chung khoan
2019-04-14,18.0
2019-04-15,28.0
2019-04-16,91.0
2019-04-17,86.0
2019-04-18,94.0
2019-04-19,91.0
2019-04-20,20.0
2019-04-21,14.0
2019-04-22,89.0
2019-04-23,84.0
2019-04-24,91.0
2019-04-25,88.0
2019-04-26,82.0
2019-04-27,14.0
2019-04-28,11.0
2019-04-29,21.0
2019-04-30,18.0
2019-05-01,16.0
2019-05-02,94.0
2019-05-03,76.0
2019-05-04,26.0
2019-05-05,13.0
2019-05-06,91.0
2019-05-07,92.0
2019-05-08,94.0
2019-05-09,87.0
2019-05-10,93.0
2019-05-11,22.0
2019-05-12,15.0
2019-05-13,98.0
2019-05-14,99.0
2019-05-15,85.0
2019-05-16,89.0
2019-05-17,82.0
2019-05-18,17.0
2019-05-19,17.0
2019-05-20,95.0
2019-05-21,87.0
2019-05-22,82.0
2019-05-23,89.0
2019-05-24,79.0
2019-05-25,20.0
2019-05-26,15.0
2019-05-27,95.0
2019-05-28,86.0
2019-05-29,76.0
2019-05-30,80.0
2019-05-31,78.0
2019-06-01,17.0
2019-06-02,14.0
2019-06-03,79.0
2019-06-04,76.0
2019-06-05,59.0
2019-06-06,77.0
2019-06-07,68.0
2019-06-08,16.0
2019-06-09,13.0
2019-06-10,89.0
2019-06-11,73.0
2019-06-12,72.0
2019-06-13,76.0
2019-06-14,65.0
2019-06-15,12.0
2019-06-16,12.0
2019-06-17,77.0
2019-06-18,73.0
2019-06-19,72.0
2019-06-20,76.0
2019-06-21,74.0
2019-06-22,20.0
2019-06-23,12.0
2019-06-24,77.0
2019-06-25,81.0
2019-06-26,71.0
2019-06-27,83.0
2019-06-28,75.0
2019-06-29,19.0
2019-06-30,18.0
2019-07-01,77.0
2019-07-02,75.0
2019-07-03,75.0
2019-07-04,79.0
2019-07-05,77.0
2019-07-06,13.0
2019-07-07,13.0
2019-07-08,72.0
2019-07-09,75.0
2019-07-10,74.0
2019-07-11,84.0
2019-07-12,77.0
2019-07-13,16.0
2019-07-14,18.0
2019-07-15,77.0
2019-07-16,78.0
2019-07-17,77.0
2019-07-18,81.0
2019-07-19,80.0
2019-07-20,14.0
2019-07-21,14.0
2019-07-22,84.0
2019-07-23,72.0
2019-07-24,73.0
2019-07-25,77.0
2019-07-26,70.0
2019-07-27,13.0
2019-07-28,12.0
2019-07-29,76.0
2019-07-30,71.0
2019-07-31,70.0
2019-08-01,72.0
2019-08-02,77.0
2019-08-03,19.0
2019-08-04,12.0
2019-08-05,82.0
2019-08-06,93.0
2019-08-07,87.0
2019-08-08,76.0
2019-08-09,83.0
2019-08-10,17.0
2019-08-11,15.0
2019-08-12,80.0
2019-08-13,81.0
2019-08-14,86.0
2019-08-15,82.0
2019-08-16,90.0
2019-08-17,17.0
2019-08-18,22.0
2019-08-19,92.0
2019-08-20,83.0
2019-08-21,86.0
2019-08-22,76.0
2019-08-23,78.0
2019-08-24,18.0
2019-08-25,16.0
2019-08-26,100.0
2019-08-27,84.0
2019-08-28,81.0
2019-08-29,84.0
2019-08-30,75.0
2019-08-31,18.0
2019-09-01,14.0
2019-09-02,16.0
2019-09-03,78.0
2019-09-04,79.0
2019-09-05,75.0
2019-09-06,72.0
2019-09-07,18.0
2019-09-08,13.0
2019-09-09,83.0
2019-09-10,77.0
2019-09-11,65.0
2019-09-12,74.0
2019-09-13,77.0
2019-09-14,16.0
2019-09-15,15.0
2019-09-16,77.0
2019-09-17,85.0
2019-09-18,83.0
2019-09-19,86.0
2019-09-20,73.0
2019-09-21,14.0
2019-09-22,13.0
2019-09-23,74.0
2019-09-24,72.0
2019-09-25,86.0
2019-09-26,76.0
2019-09-27,74.0
2019-09-28,17.0
2019-09-29,16.0
2019-09-30,80.0
2019-10-01,80.0
2019-10-02,83.0
2019-10-03,75.0
2019-10-04,78.0
2019-10-05,18.0
2019-10-06,11.0
2019-10-07,73.0
2019-10-08,74.0
2019-10-09,82.0
2019-10-10,68.0
2019-10-11,62.0
2019-10-12,17.0
2019-10-13,16.0
2019-10-14,81.0
2019-10-15,71.0
2019-10-16,80.0
2019-10-17,74.0
2019-10-18,84.0
2019-10-19,17.0
2019-10-20,16.0
2019-10-21,86.0
2019-10-22,84.0
2019-10-23,74.0
2019-10-24,86.0
2019-10-25,77.0
2019-10-26,10.0
2019-10-27,13.0
2019-10-28,81.0
2019-10-29,72.0
2019-10-30,78.0
2019-10-31,91.0
2019-11-01,74.0
2019-11-02,14.0
2019-11-03,13.0
2019-11-04,76.0
2019-11-05,85.0
2019-11-06,73.0
2019-11-07,84.0
2019-11-08,71.0
2019-11-09,14.0
2019-11-10,12.0
2019-11-11,71.0
2019-11-12,78.0
2019-11-13,69.0
2019-11-14,64.0
2019-11-15,76.0
2019-11-16,10.0
2019-11-17,14.0
2019-11-18,72.0
2019-11-19,69.0
2019-11-20,76.0
2019-11-21,82.0
2019-11-22,74.0
2019-11-23,14.0
2019-11-24,13.0
2019-11-25,79.0
2019-11-26,73.0
2019-11-27,64.0
2019-11-28,71.0
2019-11-29,78.0
2019-11-30,13.0
2019-12-01,11.0
2019-12-02,74.0
2019-12-03,61.0
2019-12-04,71.0
2019-12-05,60.0
2019-12-06,62.0
2019-12-07,11.0
2019-12-08,12.0
2019-12-09,72.0
