date,dau tu
2011-02-26,82.0
2011-02-27,84.0
2011-02-28,93.0
2011-03-01,88.0
2011-03-02,91.0
2011-03-03,89.0
2011-03-04,86.0
2011-03-05,72.0
2011-03-06,82.0
2011-03-07,88.0
2011-03-08,79.0
2011-03-09,87.0
2011-03-10,90.0
2011-03-11,81.0
2011-03-12,77.0
2011-03-13,75.0
2011-03-14,91.0
2011-03-15,78.0
2011-03-16,89.0
2011-03-17,85.0
2011-03-18,84.0
2011-03-19,74.0
2011-03-20,76.0
2011-03-21,85.0
2011-03-22,92.0
2011-03-23,92.0
2011-03-24,86.0
2011-03-25,82.0
2011-03-26,73.0
2011-03-27,81.0
2011-03-28,86.0
2011-03-29,89.0
2011-03-30,87.0
2011-03-31,85.0
2011-04-01,87.0
2011-04-02,80.0
2011-04-03,82.0
2011-04-04,94.0
2011-04-05,100.0
2011-04-06,97.0
2011-04-07,92.0
2011-04-08,85.0
2011-04-09,83.0
2011-04-10,78.0
2011-04-11,87.0
2011-04-12,87.0
2011-04-13,93.0
2011-04-14,86.0
2011-04-15,87.0
2011-04-16,77.0
2011-04-17,76.0
2011-04-18,89.0
2011-04-19,86.0
2011-04-20,81.0
2011-04-21,81.0
2011-04-22,83.0
2011-04-23,76.0
2011-04-24,72.0
2011-04-25,82.0
2011-04-26,82.0
2011-04-27,83.0
2011-04-28,80.0
2011-04-29,68.0
2011-04-30,62.0
2011-05-01,65.0
2011-05-02,64.0
2011-05-03,74.0
2011-05-04,76.0
2011-05-05,80.0
2011-05-06,76.0
2011-05-07,75.0
2011-05-08,69.0
2011-05-09,82.0
2011-05-10,80.0
2011-05-11,75.0
2011-05-12,69.0
2011-05-13,74.0
2011-05-14,68.0
2011-05-15,68.0
2011-05-16,75.0
2011-05-17,75.0
2011-05-18,78.0
2011-05-19,74.0
2011-05-20,70.0
2011-05-21,71.0
2011-05-22,66.0
2011-05-23,77.0
2011-05-24,73.0
2011-05-25,75.0
2011-05-26,79.0
2011-05-27,70.0
2011-05-28,66.0
2011-05-29,62.0
2011-05-30,77.0
2011-05-31,72.0
2011-06-01,73.0
2011-06-02,71.0
2011-06-03,68.0
2011-06-04,62.0
2011-06-05,54.0
2011-06-06,64.0
2011-06-07,71.0
2011-06-08,68.0
2011-06-09,67.0
2011-06-10,74.0
2011-06-11,62.0
2011-06-12,60.0
2011-06-13,79.0
2011-06-14,81.0
2011-06-15,64.0
2011-06-16,68.0
2011-06-17,72.0
2011-06-18,64.0
2011-06-19,63.0
2011-06-20,71.0
2011-06-21,75.0
2011-06-22,69.0
2011-06-23,61.0
2011-06-24,66.0
2011-06-25,54.0
2011-06-26,59.0
2011-06-27,68.0
2011-06-28,64.0
2011-06-29,63.0
2011-06-30,59.0
2011-07-01,63.0
2011-07-02,53.0
2011-07-03,48.0
2011-07-04,63.0
2011-07-05,71.0
2011-07-06,61.0
2011-07-07,60.0
2011-07-08,64.0
2011-07-09,55.0
2011-07-10,53.0
2011-07-11,65.0
2011-07-12,64.0
2011-07-13,67.0
2011-07-14,60.0
2011-07-15,58.0
2011-07-16,59.0
2011-07-17,58.0
2011-07-18,64.0
2011-07-19,60.0
2011-07-20,64.0
2011-07-21,65.0
2011-07-22,61.0
2011-07-23,56.0
2011-07-24,51.0
2011-07-25,64.0
2011-07-26,67.0
2011-07-27,65.0
2011-07-28,63.0
2011-07-29,56.0
2011-07-30,51.0
2011-07-31,57.0
2011-08-01,65.0
2011-08-02,59.0
2011-08-03,64.0
2011-08-04,64.0
2011-08-05,62.0
2011-08-06,59.0
2011-08-07,48.0
2011-08-08,60.0
2011-08-09,65.0
2011-08-10,63.0
2011-08-11,60.0
2011-08-12,57.0
2011-08-13,55.0
2011-08-14,48.0
2011-08-15,66.0
2011-08-16,67.0
2011-08-17,65.0
2011-08-18,66.0
2011-08-19,73.0
2011-08-20,54.0
2011-08-21,54.0
2011-08-22,70.0
2011-08-23,65.0
2011-08-24,66.0
2011-08-25,66.0
2011-08-26,58.0
2011-08-27,56.0
2011-08-28,51.0
2011-08-29,60.0
2011-08-30,58.0
2011-08-31,61.0
2011-09-01,54.0
2011-09-02,45.0
2011-09-03,52.0
2011-09-04,52.0
2011-09-05,62.0
2011-09-06,62.0
2011-09-07,68.0
2011-09-08,68.0
2011-09-09,66.0
2011-09-10,53.0
2011-09-11,52.0
2011-09-12,65.0
2011-09-13,66.0
2011-09-14,73.0
2011-09-15,60.0
2011-09-16,65.0
2011-09-17,56.0
2011-09-18,54.0
2011-09-19,65.0
2011-09-20,64.0
2011-09-21,64.0
2011-09-22,62.0
2011-09-23,65.0
2011-09-24,57.0
2011-09-25,58.0
2011-09-26,66.0
2011-09-27,71.0
2011-09-28,67.0
2011-09-29,58.0
2011-09-30,57.0
2011-10-01,53.0
2011-10-02,50.0
2011-10-03,67.0
2011-10-04,65.0
2011-10-05,67.0
2011-10-06,62.0
2011-10-07,56.0
2011-10-08,54.0
2011-10-09,56.0
2011-10-10,63.0
2011-10-11,68.0
2011-10-12,67.0
2011-10-13,62.0
2011-10-14,63.0
2011-10-15,57.0
2011-10-16,55.0
2011-10-17,67.0
2011-10-18,67.0
2011-10-19,61.0
2011-10-20,61.0
2011-10-21,63.0
2011-10-22,53.0
2011-10-23,52.0
