date,dau tu
2012-05-23,64.0
2012-05-24,69.0
2012-05-25,63.0
2012-05-26,57.0
2012-05-27,62.0
2012-05-28,69.0
2012-05-29,74.0
2012-05-30,69.0
2012-05-31,64.0
2012-06-01,66.0
2012-06-02,56.0
2012-06-03,62.0
2012-06-04,71.0
2012-06-05,66.0
2012-06-06,69.0
2012-06-07,66.0
2012-06-08,65.0
2012-06-09,64.0
2012-06-10,57.0
2012-06-11,64.0
2012-06-12,66.0
2012-06-13,68.0
2012-06-14,64.0
2012-06-15,61.0
2012-06-16,55.0
2012-06-17,63.0
2012-06-18,66.0
2012-06-19,70.0
2012-06-20,100.0
2012-06-21,97.0
2012-06-22,77.0
2012-06-23,62.0
2012-06-24,65.0
2012-06-25,72.0
2012-06-26,72.0
2012-06-27,70.0
2012-06-28,66.0
2012-06-29,65.0
2012-06-30,60.0
2012-07-01,54.0
2012-07-02,65.0
2012-07-03,61.0
2012-07-04,60.0
2012-07-05,61.0
2012-07-06,64.0
2012-07-07,58.0
2012-07-08,57.0
2012-07-09,62.0
2012-07-10,62.0
2012-07-11,68.0
2012-07-12,62.0
2012-07-13,61.0
2012-07-14,55.0
2012-07-15,60.0
2012-07-16,59.0
2012-07-17,64.0
2012-07-18,58.0
2012-07-19,65.0
2012-07-20,63.0
2012-07-21,55.0
2012-07-22,52.0
2012-07-23,62.0
2012-07-24,60.0
2012-07-25,62.0
2012-07-26,65.0
2012-07-27,59.0
2012-07-28,56.0
2012-07-29,61.0
2012-07-30,64.0
2012-07-31,61.0
2012-08-01,65.0
2012-08-02,67.0
2012-08-03,66.0
2012-08-04,64.0
2012-08-05,54.0
2012-08-06,68.0
2012-08-07,65.0
2012-08-08,68.0
2012-08-09,69.0
2012-08-10,66.0
2012-08-11,58.0
2012-08-12,58.0
2012-08-13,62.0
2012-08-14,65.0
2012-08-15,69.0
2012-08-16,67.0
2012-08-17,66.0
2012-08-18,58.0
2012-08-19,56.0
2012-08-20,71.0
2012-08-21,70.0
2012-08-22,70.0
2012-08-23,69.0
2012-08-24,70.0
2012-08-25,53.0
2012-08-26,56.0
2012-08-27,74.0
2012-08-28,74.0
2012-08-29,68.0
2012-08-30,68.0
2012-08-31,62.0
2012-09-01,52.0
2012-09-02,49.0
2012-09-03,60.0
2012-09-04,63.0
2012-09-05,66.0
2012-09-06,65.0
2012-09-07,70.0
2012-09-08,62.0
2012-09-09,65.0
2012-09-10,76.0
2012-09-11,75.0
2012-09-12,72.0
2012-09-13,70.0
2012-09-14,65.0
2012-09-15,58.0
2012-09-16,60.0
2012-09-17,72.0
2012-09-18,70.0
2012-09-19,64.0
2012-09-20,74.0
2012-09-21,67.0
2012-09-22,64.0
2012-09-23,58.0
2012-09-24,69.0
2012-09-25,74.0
2012-09-26,71.0
2012-09-27,66.0
2012-09-28,66.0
2012-09-29,57.0
2012-09-30,56.0
2012-10-01,65.0
2012-10-02,70.0
2012-10-03,69.0
2012-10-04,70.0
2012-10-05,60.0
2012-10-06,57.0
2012-10-07,57.0
2012-10-08,65.0
2012-10-09,64.0
2012-10-10,66.0
2012-10-11,66.0
2012-10-12,64.0
2012-10-13,57.0
2012-10-14,60.0
2012-10-15,64.0
2012-10-16,63.0
2012-10-17,67.0
2012-10-18,69.0
2012-10-19,60.0
2012-10-20,48.0
2012-10-21,58.0
2012-10-22,63.0
2012-10-23,64.0
2012-10-24,61.0
2012-10-25,63.0
2012-10-26,67.0
2012-10-27,53.0
2012-10-28,54.0
2012-10-29,66.0
2012-10-30,61.0
2012-10-31,63.0
2012-11-01,62.0
2012-11-02,58.0
2012-11-03,49.0
2012-11-04,52.0
2012-11-05,63.0
2012-11-06,62.0
2012-11-07,63.0
2012-11-08,62.0
2012-11-09,59.0
2012-11-10,56.0
2012-11-11,52.0
2012-11-12,61.0
2012-11-13,66.0
2012-11-14,59.0
2012-11-15,63.0
2012-11-16,56.0
2012-11-17,53.0
2012-11-18,50.0
2012-11-19,57.0
2012-11-20,58.0
2012-11-21,61.0
2012-11-22,64.0
2012-11-23,64.0
2012-11-24,55.0
2012-11-25,49.0
2012-11-26,62.0
2012-11-27,58.0
2012-11-28,61.0
2012-11-29,60.0
2012-11-30,59.0
2012-12-01,52.0
2012-12-02,53.0
2012-12-03,60.0
2012-12-04,66.0
2012-12-05,57.0
2012-12-06,58.0
2012-12-07,60.0
2012-12-08,54.0
2012-12-09,54.0
2012-12-10,62.0
2012-12-11,57.0
2012-12-12,60.0
2012-12-13,53.0
2012-12-14,55.0
2012-12-15,52.0
2012-12-16,52.0
2012-12-17,55.0
2012-12-18,57.0
2012-12-19,59.0
2012-12-20,56.0
2012-12-21,52.0
2012-12-22,48.0
2012-12-23,48.0
2012-12-24,51.0
2012-12-25,59.0
2012-12-26,56.0
2012-12-27,56.0
2012-12-28,54.0
2012-12-29,45.0
2012-12-30,43.0
2012-12-31,51.0
2013-01-01,51.0
2013-01-02,56.0
2013-01-03,56.0
2013-01-04,53.0
2013-01-05,50.0
2013-01-06,49.0
2013-01-07,57.0
2013-01-08,57.0
2013-01-09,58.0
2013-01-10,56.0
2013-01-11,55.0
2013-01-12,46.0
2013-01-13,46.0
2013-01-14,59.0
2013-01-15,58.0
2013-01-16,57.0
2013-01-17,57.0
