date,co phieu
2012-05-23,70.0
2012-05-24,67.0
2012-05-25,68.0
2012-05-26,66.0
2012-05-27,44.0
2012-05-28,88.0
2012-05-29,89.0
2012-05-30,100.0
2012-05-31,66.0
2012-06-01,57.0
2012-06-02,68.0
2012-06-03,52.0
2012-06-04,64.0
2012-06-05,68.0
2012-06-06,56.0
2012-06-07,59.0
2012-06-08,52.0
2012-06-09,46.0
2012-06-10,41.0
2012-06-11,72.0
2012-06-12,56.0
2012-06-13,57.0
2012-06-14,65.0
2012-06-15,58.0
2012-06-16,59.0
2012-06-17,56.0
2012-06-18,67.0
2012-06-19,75.0
2012-06-20,91.0
2012-06-21,57.0
2012-06-22,47.0
2012-06-23,35.0
2012-06-24,45.0
2012-06-25,63.0
2012-06-26,49.0
2012-06-27,52.0
2012-06-28,49.0
2012-06-29,35.0
2012-06-30,46.0
2012-07-01,19.0
2012-07-02,54.0
2012-07-03,34.0
2012-07-04,45.0
2012-07-05,55.0
2012-07-06,43.0
2012-07-07,37.0
2012-07-08,34.0
2012-07-09,34.0
2012-07-10,45.0
2012-07-11,52.0
2012-07-12,46.0
2012-07-13,46.0
2012-07-14,35.0
2012-07-15,37.0
2012-07-16,38.0
2012-07-17,44.0
2012-07-18,56.0
2012-07-19,57.0
2012-07-20,43.0
2012-07-21,29.0
2012-07-22,37.0
2012-07-23,48.0
2012-07-24,40.0
2012-07-25,58.0
2012-07-26,50.0
2012-07-27,42.0
2012-07-28,27.0
2012-07-29,33.0
2012-07-30,44.0
2012-07-31,35.0
2012-08-01,51.0
2012-08-02,37.0
2012-08-03,44.0
2012-08-04,42.0
2012-08-05,34.0
2012-08-06,54.0
2012-08-07,47.0
2012-08-08,51.0
2012-08-09,47.0
2012-08-10,66.0
2012-08-11,59.0
2012-08-12,45.0
2012-08-13,63.0
2012-08-14,38.0
2012-08-15,61.0
2012-08-16,49.0
2012-08-17,55.0
2012-08-18,34.0
2012-08-19,60.0
2012-08-20,59.0
2012-08-21,92.0
2012-08-22,74.0
2012-08-23,93.0
2012-08-24,83.0
2012-08-25,49.0
2012-08-26,43.0
2012-08-27,79.0
2012-08-28,63.0
2012-08-29,68.0
2012-08-30,59.0
2012-08-31,45.0
2012-09-01,44.0
2012-09-02,27.0
2012-09-03,46.0
2012-09-04,58.0
2012-09-05,55.0
2012-09-06,61.0
2012-09-07,68.0
2012-09-08,46.0
2012-09-09,53.0
2012-09-10,50.0
2012-09-11,53.0
2012-09-12,58.0
2012-09-13,69.0
2012-09-14,51.0
2012-09-15,49.0
2012-09-16,32.0
2012-09-17,58.0
2012-09-18,48.0
2012-09-19,53.0
2012-09-20,67.0
2012-09-21,76.0
2012-09-22,42.0
2012-09-23,39.0
2012-09-24,59.0
2012-09-25,47.0
2012-09-26,47.0
2012-09-27,67.0
2012-09-28,45.0
2012-09-29,49.0
2012-09-30,49.0
2012-10-01,83.0
2012-10-02,64.0
2012-10-03,38.0
2012-10-04,57.0
2012-10-05,56.0
2012-10-06,40.0
2012-10-07,45.0
2012-10-08,65.0
2012-10-09,56.0
2012-10-10,53.0
2012-10-11,61.0
2012-10-12,56.0
2012-10-13,37.0
2012-10-14,44.0
2012-10-15,46.0
2012-10-16,49.0
2012-10-17,55.0
2012-10-18,55.0
2012-10-19,38.0
2012-10-20,43.0
2012-10-21,28.0
2012-10-22,46.0
2012-10-23,42.0
2012-10-24,55.0
2012-10-25,74.0
2012-10-26,47.0
2012-10-27,40.0
2012-10-28,39.0
2012-10-29,50.0
2012-10-30,48.0
2012-10-31,62.0
2012-11-01,55.0
2012-11-02,56.0
2012-11-03,36.0
2012-11-04,54.0
2012-11-05,44.0
2012-11-06,56.0
2012-11-07,72.0
2012-11-08,52.0
2012-11-09,59.0
2012-11-10,52.0
2012-11-11,61.0
2012-11-12,65.0
2012-11-13,65.0
2012-11-14,42.0
2012-11-15,55.0
2012-11-16,35.0
2012-11-17,34.0
2012-11-18,42.0
2012-11-19,45.0
2012-11-20,49.0
2012-11-21,58.0
2012-11-22,48.0
2012-11-23,53.0
2012-11-24,48.0
2012-11-25,42.0
2012-11-26,53.0
2012-11-27,45.0
2012-11-28,38.0
2012-11-29,66.0
2012-11-30,61.0
2012-12-01,37.0
2012-12-02,27.0
2012-12-03,29.0
2012-12-04,56.0
2012-12-05,50.0
2012-12-06,51.0
2012-12-07,50.0
2012-12-08,53.0
2012-12-09,48.0
2012-12-10,42.0
2012-12-11,43.0
2012-12-12,56.0
2012-12-13,57.0
2012-12-14,62.0
2012-12-15,42.0
2012-12-16,27.0
2012-12-17,47.0
2012-12-18,43.0
2012-12-19,47.0
2012-12-20,53.0
2012-12-21,32.0
2012-12-22,32.0
2012-12-23,44.0
2012-12-24,25.0
2012-12-25,54.0
2012-12-26,59.0
2012-12-27,39.0
2012-12-28,54.0
2012-12-29,35.0
2012-12-30,36.0
2012-12-31,43.0
2013-01-01,29.0
2013-01-02,44.0
2013-01-03,59.0
2013-01-04,55.0
2013-01-05,44.0
2013-01-06,24.0
2013-01-07,74.0
2013-01-08,57.0
2013-01-09,53.0
2013-01-10,57.0
2013-01-11,59.0
2013-01-12,37.0
2013-01-13,41.0
2013-01-14,50.0
2013-01-15,47.0
2013-01-16,68.0
2013-01-17,55.0
