date,dau tu
2023-08-13,41.0
2023-08-14,72.0
2023-08-15,75.0
2023-08-16,94.0
2023-08-17,69.0
2023-08-18,69.0
2023-08-19,62.0
2023-08-20,67.0
2023-08-21,66.0
2023-08-22,80.0
2023-08-23,70.0
2023-08-24,64.0
2023-08-25,68.0
2023-08-26,47.0
2023-08-27,47.0
2023-08-28,70.0
2023-08-29,66.0
2023-08-30,79.0
2023-08-31,50.0
2023-09-01,50.0
2023-09-02,55.0
2023-09-03,63.0
2023-09-04,54.0
2023-09-05,65.0
2023-09-06,74.0
2023-09-07,78.0
2023-09-08,83.0
2023-09-09,66.0
2023-09-10,61.0
2023-09-11,64.0
2023-09-12,75.0
2023-09-13,78.0
2023-09-14,85.0
2023-09-15,79.0
2023-09-16,56.0
2023-09-17,64.0
2023-09-18,79.0
2023-09-19,88.0
2023-09-20,67.0
2023-09-21,78.0
2023-09-22,65.0
2023-09-23,74.0
2023-09-24,55.0
2023-09-25,80.0
2023-09-26,69.0
2023-09-27,79.0
2023-09-28,84.0
2023-09-29,60.0
2023-09-30,73.0
2023-10-01,49.0
2023-10-02,59.0
2023-10-03,70.0
2023-10-04,78.0
2023-10-05,71.0
2023-10-06,66.0
2023-10-07,62.0
2023-10-08,64.0
2023-10-09,72.0
2023-10-10,80.0
2023-10-11,88.0
2023-10-12,71.0
2023-10-13,65.0
2023-10-14,62.0
2023-10-15,61.0
2023-10-16,75.0
2023-10-17,72.0
2023-10-18,79.0
2023-10-19,72.0
2023-10-20,68.0
2023-10-21,50.0
2023-10-22,62.0
2023-10-23,85.0
2023-10-24,84.0
2023-10-25,81.0
2023-10-26,75.0
2023-10-27,77.0
2023-10-28,62.0
2023-10-29,57.0
2023-10-30,67.0
2023-10-31,85.0
2023-11-01,84.0
2023-11-02,73.0
2023-11-03,73.0
2023-11-04,53.0
2023-11-05,67.0
2023-11-06,73.0
2023-11-07,65.0
2023-11-08,80.0
2023-11-09,79.0
2023-11-10,70.0
2023-11-11,55.0
2023-11-12,58.0
2023-11-13,70.0
2023-11-14,63.0
2023-11-15,68.0
2023-11-16,75.0
2023-11-17,59.0
2023-11-18,64.0
2023-11-19,43.0
2023-11-20,73.0
2023-11-21,76.0
2023-11-22,72.0
2023-11-23,67.0
2023-11-24,89.0
2023-11-25,62.0
2023-11-26,51.0
2023-11-27,77.0
2023-11-28,79.0
2023-11-29,82.0
2023-11-30,60.0
2023-12-01,63.0
2023-12-02,50.0
2023-12-03,60.0
2023-12-04,78.0
2023-12-05,67.0
2023-12-06,73.0
2023-12-07,69.0
2023-12-08,68.0
2023-12-09,53.0
2023-12-10,50.0
2023-12-11,65.0
2023-12-12,70.0
2023-12-13,73.0
2023-12-14,69.0
2023-12-15,72.0
2023-12-16,78.0
2023-12-17,39.0
2023-12-18,59.0
2023-12-19,67.0
2023-12-20,80.0
2023-12-21,77.0
2023-12-22,67.0
2023-12-23,57.0
2023-12-24,63.0
2023-12-25,70.0
2023-12-26,73.0
2023-12-27,71.0
2023-12-28,73.0
2023-12-29,68.0
2023-12-30,67.0
2023-12-31,45.0
2024-01-01,61.0
2024-01-02,75.0
2024-01-03,75.0
2024-01-04,69.0
2024-01-05,63.0
2024-01-06,60.0
2024-01-07,51.0
2024-01-08,74.0
2024-01-09,88.0
2024-01-10,72.0
2024-01-11,74.0
2024-01-12,68.0
2024-01-13,52.0
2024-01-14,67.0
2024-01-15,68.0
2024-01-16,81.0
2024-01-17,74.0
2024-01-18,67.0
2024-01-19,63.0
2024-01-20,42.0
2024-01-21,41.0
2024-01-22,67.0
2024-01-23,64.0
2024-01-24,69.0
2024-01-25,55.0
2024-01-26,67.0
2024-01-27,55.0
2024-01-28,50.0
2024-01-29,58.0
2024-01-30,70.0
2024-01-31,75.0
2024-02-01,78.0
2024-02-02,63.0
2024-02-03,49.0
2024-02-04,43.0
2024-02-05,59.0
2024-02-06,73.0
2024-02-07,57.0
2024-02-08,52.0
2024-02-09,65.0
2024-02-10,66.0
2024-02-11,28.0
2024-02-12,43.0
2024-02-13,54.0
2024-02-14,65.0
2024-02-15,75.0
2024-02-16,82.0
2024-02-17,75.0
2024-02-18,55.0
2024-02-19,75.0
2024-02-20,74.0
2024-02-21,89.0
2024-02-22,78.0
2024-02-23,81.0
2024-02-24,66.0
2024-02-25,68.0
2024-02-26,92.0
2024-02-27,100.0
2024-02-28,83.0
2024-02-29,87.0
2024-03-01,91.0
2024-03-02,66.0
2024-03-03,65.0
2024-03-04,87.0
2024-03-05,78.0
2024-03-06,83.0
2024-03-07,81.0
2024-03-08,89.0
2024-03-09,69.0
2024-03-10,82.0
2024-03-11,92.0
2024-03-12,93.0
2024-03-13,90.0
2024-03-14,99.0
2024-03-15,93.0
2024-03-16,59.0
2024-03-17,60.0
2024-03-18,93.0
2024-03-19,91.0
2024-03-20,94.0
2024-03-21,85.0
2024-03-22,81.0
2024-03-23,54.0
2024-03-24,58.0
2024-03-25,91.0
2024-03-26,89.0
2024-03-27,78.0
2024-03-28,82.0
2024-03-29,90.0
2024-03-30,71.0
2024-03-31,57.0
2024-04-01,86.0
2024-04-02,90.0
2024-04-03,81.0
2024-04-04,87.0
2024-04-05,74.0
2024-04-06,74.0
2024-04-07,67.0
2024-04-08,96.0
