date,chung khoan
2014-12-14,22.0
2014-12-15,92.0
2014-12-16,89.0
2014-12-17,100.0
2014-12-18,92.0
2014-12-19,79.0
2014-12-20,20.0
2014-12-21,22.0
2014-12-22,88.0
2014-12-23,87.0
2014-12-24,90.0
2014-12-25,81.0
2014-12-26,72.0
2014-12-27,30.0
2014-12-28,21.0
2014-12-29,80.0
2014-12-30,79.0
2014-12-31,80.0
2015-01-01,25.0
2015-01-02,29.0
2015-01-03,21.0
2015-01-04,28.0
2015-01-05,80.0
2015-01-06,83.0
2015-01-07,92.0
2015-01-08,79.0
2015-01-09,76.0
2015-01-10,24.0
2015-01-11,24.0
2015-01-12,95.0
2015-01-13,85.0
2015-01-14,88.0
2015-01-15,81.0
2015-01-16,82.0
2015-01-17,23.0
2015-01-18,21.0
2015-01-19,79.0
2015-01-20,82.0
2015-01-21,87.0
2015-01-22,82.0
2015-01-23,73.0
2015-01-24,28.0
2015-01-25,18.0
2015-01-26,98.0
2015-01-27,91.0
2015-01-28,93.0
2015-01-29,87.0
2015-01-30,81.0
2015-01-31,25.0
2015-02-01,18.0
2015-02-02,83.0
2015-02-03,85.0
2015-02-04,75.0
2015-02-05,75.0
2015-02-06,72.0
2015-02-07,20.0
2015-02-08,17.0
2015-02-09,74.0
2015-02-10,70.0
2015-02-11,66.0
2015-02-12,66.0
2015-02-13,61.0
2015-02-14,22.0
2015-02-15,12.0
2015-02-16,12.0
2015-02-17,16.0
2015-02-18,0.0
2015-02-19,12.0
2015-02-20,12.0
2015-02-21,13.0
2015-02-22,12.0
2015-02-23,23.0
2015-02-24,87.0
2015-02-25,84.0
2015-02-26,81.0
2015-02-27,83.0
2015-02-28,25.0
2015-03-01,24.0
2015-03-02,80.0
2015-03-03,86.0
2015-03-04,84.0
2015-03-05,84.0
2015-03-06,73.0
2015-03-07,24.0
2015-03-08,23.0
2015-03-09,89.0
2015-03-10,81.0
2015-03-11,82.0
2015-03-12,73.0
2015-03-13,73.0
2015-03-14,20.0
2015-03-15,23.0
2015-03-16,76.0
2015-03-17,90.0
2015-03-18,76.0
2015-03-19,73.0
2015-03-20,74.0
2015-03-21,24.0
2015-03-22,26.0
2015-03-23,79.0
2015-03-24,75.0
2015-03-25,73.0
2015-03-26,63.0
2015-03-27,60.0
2015-03-28,21.0
2015-03-29,24.0
2015-03-30,77.0
2015-03-31,74.0
2015-04-01,76.0
2015-04-02,80.0
2015-04-03,71.0
2015-04-04,21.0
2015-04-05,21.0
2015-04-06,76.0
2015-04-07,67.0
2015-04-08,81.0
2015-04-09,71.0
2015-04-10,70.0
2015-04-11,22.0
2015-04-12,19.0
2015-04-13,79.0
2015-04-14,72.0
2015-04-15,71.0
2015-04-16,82.0
2015-04-17,75.0
2015-04-18,25.0
2015-04-19,19.0
2015-04-20,76.0
2015-04-21,77.0
2015-04-22,69.0
2015-04-23,75.0
2015-04-24,71.0
2015-04-25,26.0
2015-04-26,20.0
2015-04-27,67.0
2015-04-28,11.0
2015-04-29,15.0
2015-04-30,14.0
2015-05-01,11.0
2015-05-02,9.0
2015-05-03,17.0
2015-05-04,90.0
2015-05-05,70.0
2015-05-06,71.0
2015-05-07,69.0
2015-05-08,66.0
2015-05-09,19.0
2015-05-10,21.0
2015-05-11,75.0
2015-05-12,73.0
2015-05-13,74.0
2015-05-14,67.0
2015-05-15,67.0
2015-05-16,20.0
2015-05-17,15.0
2015-05-18,75.0
2015-05-19,63.0
2015-05-20,76.0
2015-05-21,71.0
2015-05-22,71.0
2015-05-23,25.0
2015-05-24,23.0
2015-05-25,81.0
2015-05-26,71.0
2015-05-27,71.0
2015-05-28,80.0
2015-05-29,63.0
2015-05-30,30.0
2015-05-31,24.0
2015-06-01,72.0
2015-06-02,75.0
2015-06-03,70.0
2015-06-04,67.0
2015-06-05,73.0
2015-06-06,23.0
2015-06-07,21.0
2015-06-08,81.0
2015-06-09,75.0
2015-06-10,72.0
2015-06-11,78.0
2015-06-12,74.0
2015-06-13,21.0
2015-06-14,26.0
2015-06-15,79.0
2015-06-16,77.0
2015-06-17,74.0
2015-06-18,72.0
2015-06-19,68.0
2015-06-20,22.0
2015-06-21,23.0
2015-06-22,78.0
2015-06-23,81.0
2015-06-24,64.0
2015-06-25,76.0
2015-06-26,72.0
2015-06-27,23.0
2015-06-28,19.0
2015-06-29,71.0
2015-06-30,78.0
2015-07-01,77.0
2015-07-02,80.0
2015-07-03,74.0
2015-07-04,27.0
2015-07-05,27.0
2015-07-06,84.0
2015-07-07,77.0
2015-07-08,81.0
2015-07-09,88.0
2015-07-10,80.0
2015-07-11,22.0
2015-07-12,23.0
2015-07-13,87.0
2015-07-14,81.0
2015-07-15,77.0
2015-07-16,81.0
2015-07-17,73.0
2015-07-18,26.0
2015-07-19,19.0
2015-07-20,90.0
2015-07-21,74.0
2015-07-22,70.0
2015-07-23,71.0
2015-07-24,70.0
2015-07-25,23.0
2015-07-26,19.0
2015-07-27,77.0
2015-07-28,74.0
2015-07-29,73.0
2015-07-30,70.0
2015-07-31,70.0
2015-08-01,25.0
2015-08-02,19.0
2015-08-03,77.0
2015-08-04,72.0
2015-08-05,74.0
2015-08-06,76.0
2015-08-07,66.0
2015-08-08,22.0
2015-08-09,19.0
2015-08-10,75.0
