date,dau tu
2015-07-28,86.0
2015-07-29,90.0
2015-07-30,78.0
2015-07-31,77.0
2015-08-01,77.0
2015-08-02,67.0
2015-08-03,77.0
2015-08-04,80.0
2015-08-05,75.0
2015-08-06,76.0
2015-08-07,79.0
2015-08-08,74.0
2015-08-09,69.0
2015-08-10,81.0
2015-08-11,82.0
2015-08-12,77.0
2015-08-13,78.0
2015-08-14,77.0
2015-08-15,66.0
2015-08-16,70.0
2015-08-17,79.0
2015-08-18,75.0
2015-08-19,78.0
2015-08-20,88.0
2015-08-21,79.0
2015-08-22,67.0
2015-08-23,73.0
2015-08-24,82.0
2015-08-25,90.0
2015-08-26,92.0
2015-08-27,82.0
2015-08-28,80.0
2015-08-29,77.0
2015-08-30,76.0
2015-08-31,81.0
2015-09-01,78.0
2015-09-02,78.0
2015-09-03,82.0
2015-09-04,75.0
2015-09-05,80.0
2015-09-06,79.0
2015-09-07,85.0
2015-09-08,84.0
2015-09-09,92.0
2015-09-10,81.0
2015-09-11,83.0
2015-09-12,78.0
2015-09-13,76.0
2015-09-14,91.0
2015-09-15,83.0
2015-09-16,95.0
2015-09-17,82.0
2015-09-18,91.0
2015-09-19,74.0
2015-09-20,71.0
2015-09-21,84.0
2015-09-22,89.0
2015-09-23,79.0
2015-09-24,84.0
2015-09-25,84.0
2015-09-26,72.0
2015-09-27,78.0
2015-09-28,84.0
2015-09-29,92.0
2015-09-30,94.0
2015-10-01,83.0
2015-10-02,81.0
2015-10-03,71.0
2015-10-04,66.0
2015-10-05,78.0
2015-10-06,81.0
2015-10-07,84.0
2015-10-08,84.0
2015-10-09,91.0
2015-10-10,77.0
2015-10-11,85.0
2015-10-12,94.0
2015-10-13,88.0
2015-10-14,84.0
2015-10-15,100.0
2015-10-16,91.0
2015-10-17,81.0
2015-10-18,77.0
2015-10-19,92.0
2015-10-20,76.0
2015-10-21,90.0
2015-10-22,95.0
2015-10-23,91.0
2015-10-24,75.0
2015-10-25,80.0
2015-10-26,93.0
2015-10-27,93.0
2015-10-28,96.0
2015-10-29,83.0
2015-10-30,90.0
2015-10-31,72.0
2015-11-01,76.0
2015-11-02,91.0
2015-11-03,95.0
2015-11-04,81.0
2015-11-05,79.0
2015-11-06,80.0
2015-11-07,78.0
2015-11-08,79.0
2015-11-09,92.0
2015-11-10,81.0
2015-11-11,90.0
2015-11-12,88.0
2015-11-13,79.0
2015-11-14,75.0
2015-11-15,75.0
2015-11-16,97.0
2015-11-17,83.0
2015-11-18,84.0
2015-11-19,84.0
2015-11-20,88.0
2015-11-21,75.0
2015-11-22,73.0
2015-11-23,85.0
2015-11-24,89.0
2015-11-25,81.0
2015-11-26,79.0
2015-11-27,82.0
2015-11-28,79.0
2015-11-29,78.0
2015-11-30,96.0
2015-12-01,93.0
2015-12-02,90.0
2015-12-03,79.0
2015-12-04,80.0
2015-12-05,75.0
2015-12-06,73.0
2015-12-07,84.0
2015-12-08,80.0
2015-12-09,85.0
2015-12-10,84.0
2015-12-11,81.0
2015-12-12,76.0
2015-12-13,70.0
2015-12-14,91.0
2015-12-15,83.0
2015-12-16,84.0
2015-12-17,81.0
2015-12-18,83.0
2015-12-19,78.0
2015-12-20,72.0
2015-12-21,83.0
2015-12-22,72.0
2015-12-23,80.0
2015-12-24,76.0
2015-12-25,76.0
2015-12-26,77.0
2015-12-27,70.0
2015-12-28,87.0
2015-12-29,77.0
2015-12-30,80.0
2015-12-31,71.0
2016-01-01,70.0
2016-01-02,64.0
2016-01-03,68.0
2016-01-04,79.0
2016-01-05,77.0
2016-01-06,74.0
2016-01-07,72.0
2016-01-08,75.0
2016-01-09,68.0
2016-01-10,68.0
2016-01-11,78.0
2016-01-12,75.0
2016-01-13,75.0
2016-01-14,75.0
2016-01-15,78.0
2016-01-16,67.0
2016-01-17,60.0
2016-01-18,77.0
2016-01-19,77.0
2016-01-20,80.0
2016-01-21,71.0
2016-01-22,73.0
2016-01-23,62.0
2016-01-24,64.0
2016-01-25,71.0
2016-01-26,64.0
2016-01-27,66.0
2016-01-28,72.0
2016-01-29,63.0
2016-01-30,61.0
2016-01-31,59.0
2016-02-01,70.0
2016-02-02,62.0
2016-02-03,61.0
2016-02-04,57.0
2016-02-05,57.0
2016-02-06,56.0
2016-02-07,59.0
2016-02-08,72.0
2016-02-09,71.0
2016-02-10,72.0
2016-02-11,73.0
2016-02-12,82.0
2016-02-13,73.0
2016-02-14,74.0
2016-02-15,82.0
2016-02-16,86.0
2016-02-17,76.0
2016-02-18,82.0
2016-02-19,86.0
2016-02-20,77.0
2016-02-21,75.0
2016-02-22,83.0
2016-02-23,84.0
2016-02-24,81.0
2016-02-25,83.0
2016-02-26,82.0
2016-02-27,79.0
2016-02-28,72.0
2016-02-29,83.0
2016-03-01,83.0
2016-03-02,76.0
2016-03-03,82.0
2016-03-04,74.0
2016-03-05,70.0
2016-03-06,72.0
2016-03-07,71.0
2016-03-08,71.0
2016-03-09,90.0
2016-03-10,78.0
2016-03-11,80.0
2016-03-12,73.0
2016-03-13,72.0
2016-03-14,78.0
2016-03-15,86.0
2016-03-16,83.0
2016-03-17,80.0
2016-03-18,81.0
2016-03-19,68.0
2016-03-20,69.0
2016-03-21,82.0
2016-03-22,76.0
2016-03-23,75.0
