date,dau tu
2016-09-21,96.0
2016-09-22,95.0
2016-09-23,98.0
2016-09-24,90.0
2016-09-25,93.0
2016-09-26,89.0
2016-09-27,93.0
2016-09-28,88.0
2016-09-29,93.0
2016-09-30,87.0
2016-10-01,88.0
2016-10-02,82.0
2016-10-03,93.0
2016-10-04,87.0
2016-10-05,94.0
2016-10-06,91.0
2016-10-07,89.0
2016-10-08,87.0
2016-10-09,88.0
2016-10-10,100.0
2016-10-11,100.0
2016-10-12,90.0
2016-10-13,98.0
2016-10-14,92.0
2016-10-15,80.0
2016-10-16,83.0
2016-10-17,97.0
2016-10-18,89.0
2016-10-19,81.0
2016-10-20,81.0
2016-10-21,82.0
2016-10-22,76.0
2016-10-23,79.0
2016-10-24,98.0
2016-10-25,94.0
2016-10-26,91.0
2016-10-27,84.0
2016-10-28,85.0
2016-10-29,78.0
2016-10-30,79.0
2016-10-31,84.0
2016-11-01,88.0
2016-11-02,84.0
2016-11-03,91.0
2016-11-04,83.0
2016-11-05,74.0
2016-11-06,74.0
2016-11-07,80.0
2016-11-08,86.0
2016-11-09,77.0
2016-11-10,86.0
2016-11-11,83.0
2016-11-12,72.0
2016-11-13,72.0
2016-11-14,85.0
2016-11-15,88.0
2016-11-16,84.0
2016-11-17,81.0
2016-11-18,78.0
2016-11-19,69.0
2016-11-20,67.0
2016-11-21,84.0
2016-11-22,78.0
2016-11-23,77.0
2016-11-24,80.0
2016-11-25,81.0
2016-11-26,68.0
2016-11-27,69.0
2016-11-28,83.0
2016-11-29,83.0
2016-11-30,88.0
2016-12-01,87.0
2016-12-02,84.0
2016-12-03,64.0
2016-12-04,68.0
2016-12-05,84.0
2016-12-06,92.0
2016-12-07,83.0
2016-12-08,76.0
2016-12-09,78.0
2016-12-10,68.0
2016-12-11,72.0
2016-12-12,81.0
2016-12-13,78.0
2016-12-14,80.0
2016-12-15,82.0
2016-12-16,85.0
2016-12-17,67.0
2016-12-18,68.0
2016-12-19,80.0
2016-12-20,73.0
2016-12-21,80.0
2016-12-22,77.0
2016-12-23,70.0
2016-12-24,62.0
2016-12-25,66.0
2016-12-26,78.0
2016-12-27,81.0
2016-12-28,78.0
2016-12-29,70.0
2016-12-30,78.0
2016-12-31,62.0
2017-01-01,65.0
2017-01-02,73.0
2017-01-03,77.0
2017-01-04,82.0
2017-01-05,78.0
2017-01-06,79.0
2017-01-07,69.0
2017-01-08,70.0
2017-01-09,78.0
2017-01-10,81.0
2017-01-11,75.0
2017-01-12,73.0
2017-01-13,74.0
2017-01-14,60.0
2017-01-15,63.0
2017-01-16,77.0
2017-01-17,80.0
2017-01-18,70.0
2017-01-19,68.0
2017-01-20,66.0
2017-01-21,55.0
2017-01-22,57.0
2017-01-23,72.0
2017-01-24,64.0
2017-01-25,69.0
2017-01-26,59.0
2017-01-27,88.0
2017-01-28,91.0
2017-01-29,94.0
2017-01-30,97.0
2017-01-31,79.0
2017-02-01,93.0
2017-02-02,97.0
2017-02-03,87.0
2017-02-04,84.0
2017-02-05,81.0
2017-02-06,83.0
2017-02-07,98.0
2017-02-08,84.0
2017-02-09,85.0
2017-02-10,81.0
2017-02-11,79.0
2017-02-12,72.0
2017-02-13,85.0
2017-02-14,80.0
2017-02-15,76.0
2017-02-16,82.0
2017-02-17,79.0
2017-02-18,76.0
2017-02-19,74.0
2017-02-20,85.0
2017-02-21,88.0
2017-02-22,79.0
2017-02-23,74.0
2017-02-24,81.0
2017-02-25,73.0
2017-02-26,69.0
2017-02-27,78.0
2017-02-28,80.0
2017-03-01,82.0
2017-03-02,82.0
2017-03-03,78.0
2017-03-04,76.0
2017-03-05,70.0
2017-03-06,86.0
2017-03-07,78.0
2017-03-08,83.0
2017-03-09,85.0
2017-03-10,85.0
2017-03-11,79.0
2017-03-12,76.0
2017-03-13,77.0
2017-03-14,87.0
2017-03-15,79.0
2017-03-16,82.0
2017-03-17,80.0
2017-03-18,73.0
2017-03-19,71.0
2017-03-20,82.0
2017-03-21,87.0
2017-03-22,85.0
2017-03-23,86.0
2017-03-24,82.0
2017-03-25,70.0
2017-03-26,76.0
2017-03-27,87.0
2017-03-28,82.0
2017-03-29,86.0
2017-03-30,85.0
2017-03-31,81.0
2017-04-01,68.0
2017-04-02,73.0
2017-04-03,86.0
2017-04-04,82.0
2017-04-05,83.0
2017-04-06,80.0
2017-04-07,86.0
2017-04-08,75.0
2017-04-09,78.0
2017-04-10,85.0
2017-04-11,88.0
2017-04-12,94.0
2017-04-13,87.0
2017-04-14,84.0
2017-04-15,67.0
2017-04-16,74.0
2017-04-17,84.0
2017-04-18,92.0
2017-04-19,89.0
2017-04-20,82.0
2017-04-21,84.0
2017-04-22,77.0
2017-04-23,75.0
2017-04-24,87.0
2017-04-25,90.0
2017-04-26,89.0
2017-04-27,79.0
2017-04-28,72.0
2017-04-29,70.0
2017-04-30,69.0
2017-05-01,77.0
2017-05-02,76.0
2017-05-03,83.0
2017-05-04,87.0
2017-05-05,83.0
2017-05-06,77.0
2017-05-07,75.0
2017-05-08,84.0
2017-05-09,82.0
2017-05-10,80.0
2017-05-11,82.0
2017-05-12,75.0
2017-05-13,66.0
2017-05-14,78.0
2017-05-15,84.0
2017-05-16,78.0
2017-05-17,78.0
2017-05-18,73.0
