date,chung khoan
2016-10-22,23.0
2016-10-23,17.0
2016-10-24,70.0
2016-10-25,77.0
2016-10-26,71.0
2016-10-27,67.0
2016-10-28,69.0
2016-10-29,20.0
2016-10-30,14.0
2016-10-31,79.0
2016-11-01,78.0
2016-11-02,77.0
2016-11-03,79.0
2016-11-04,69.0
2016-11-05,17.0
2016-11-06,17.0
2016-11-07,80.0
2016-11-08,74.0
2016-11-09,87.0
2016-11-10,86.0
2016-11-11,82.0
2016-11-12,18.0
2016-11-13,18.0
2016-11-14,80.0
2016-11-15,75.0
2016-11-16,72.0
2016-11-17,70.0
2016-11-18,70.0
2016-11-19,18.0
2016-11-20,12.0
2016-11-21,80.0
2016-11-22,76.0
2016-11-23,72.0
2016-11-24,76.0
2016-11-25,72.0
2016-11-26,18.0
2016-11-27,17.0
2016-11-28,80.0
2016-11-29,83.0
2016-11-30,69.0
2016-12-01,78.0
2016-12-02,66.0
2016-12-03,17.0
2016-12-04,20.0
2016-12-05,78.0
2016-12-06,79.0
2016-12-07,72.0
2016-12-08,67.0
2016-12-09,69.0
2016-12-10,18.0
2016-12-11,19.0
2016-12-12,76.0
2016-12-13,74.0
2016-12-14,72.0
2016-12-15,82.0
2016-12-16,68.0
2016-12-17,19.0
2016-12-18,17.0
2016-12-19,80.0
2016-12-20,68.0
2016-12-21,78.0
2016-12-22,74.0
2016-12-23,66.0
2016-12-24,18.0
2016-12-25,15.0
2016-12-26,61.0
2016-12-27,72.0
2016-12-28,73.0
2016-12-29,65.0
2016-12-30,62.0
2016-12-31,11.0
2017-01-01,11.0
2017-01-02,23.0
2017-01-03,78.0
2017-01-04,78.0
2017-01-05,73.0
2017-01-06,60.0
2017-01-07,19.0
2017-01-08,16.0
2017-01-09,71.0
2017-01-10,64.0
2017-01-11,69.0
2017-01-12,65.0
2017-01-13,69.0
2017-01-14,14.0
2017-01-15,12.0
2017-01-16,66.0
2017-01-17,65.0
2017-01-18,66.0
2017-01-19,57.0
2017-01-20,56.0
2017-01-21,14.0
2017-01-22,12.0
2017-01-23,62.0
2017-01-24,58.0
2017-01-25,50.0
2017-01-26,15.0
2017-01-27,9.0
2017-01-28,7.0
2017-01-29,10.0
2017-01-30,13.0
2017-01-31,13.0
2017-02-01,21.0
2017-02-02,69.0
2017-02-03,72.0
2017-02-04,21.0
2017-02-05,21.0
2017-02-06,74.0
2017-02-07,71.0
2017-02-08,71.0
2017-02-09,79.0
2017-02-10,68.0
2017-02-11,17.0
2017-02-12,18.0
2017-02-13,80.0
2017-02-14,77.0
2017-02-15,79.0
2017-02-16,82.0
2017-02-17,77.0
2017-02-18,25.0
2017-02-19,19.0
2017-02-20,82.0
2017-02-21,94.0
2017-02-22,87.0
2017-02-23,82.0
2017-02-24,87.0
2017-02-25,25.0
2017-02-26,20.0
2017-02-27,84.0
2017-02-28,86.0
2017-03-01,86.0
2017-03-02,83.0
2017-03-03,81.0
2017-03-04,21.0
2017-03-05,20.0
2017-03-06,84.0
2017-03-07,83.0
2017-03-08,83.0
2017-03-09,81.0
2017-03-10,82.0
2017-03-11,23.0
2017-03-12,17.0
2017-03-13,78.0
2017-03-14,79.0
2017-03-15,83.0
2017-03-16,84.0
2017-03-17,81.0
2017-03-18,19.0
2017-03-19,19.0
2017-03-20,85.0
2017-03-21,87.0
2017-03-22,87.0
2017-03-23,84.0
2017-03-24,84.0
2017-03-25,25.0
2017-03-26,22.0
2017-03-27,90.0
2017-03-28,86.0
2017-03-29,83.0
2017-03-30,82.0
2017-03-31,79.0
2017-04-01,22.0
2017-04-02,16.0
2017-04-03,82.0
2017-04-04,89.0
2017-04-05,78.0
2017-04-06,25.0
2017-04-07,81.0
2017-04-08,24.0
2017-04-09,20.0
2017-04-10,75.0
2017-04-11,83.0
2017-04-12,82.0
2017-04-13,83.0
2017-04-14,77.0
2017-04-15,19.0
2017-04-16,13.0
2017-04-17,85.0
2017-04-18,75.0
2017-04-19,77.0
2017-04-20,78.0
2017-04-21,71.0
2017-04-22,16.0
2017-04-23,20.0
2017-04-24,82.0
2017-04-25,87.0
2017-04-26,79.0
2017-04-27,79.0
2017-04-28,82.0
2017-04-29,19.0
2017-04-30,11.0
2017-05-01,14.0
2017-05-02,22.0
2017-05-03,86.0
2017-05-04,86.0
2017-05-05,77.0
2017-05-06,21.0
2017-05-07,19.0
2017-05-08,76.0
2017-05-09,83.0
2017-05-10,77.0
2017-05-11,77.0
2017-05-12,78.0
2017-05-13,20.0
2017-05-14,15.0
2017-05-15,82.0
2017-05-16,91.0
2017-05-17,87.0
2017-05-18,77.0
2017-05-19,85.0
2017-05-20,20.0
2017-05-21,18.0
2017-05-22,98.0
2017-05-23,98.0
2017-05-24,82.0
2017-05-25,96.0
2017-05-26,88.0
2017-05-27,23.0
2017-05-28,21.0
2017-05-29,97.0
2017-05-30,100.0
2017-05-31,80.0
2017-06-01,82.0
2017-06-02,79.0
2017-06-03,17.0
2017-06-04,16.0
2017-06-05,83.0
2017-06-06,86.0
2017-06-07,84.0
2017-06-08,87.0
2017-06-09,82.0
2017-06-10,27.0
2017-06-11,22.0
2017-06-12,87.0
2017-06-13,79.0
2017-06-14,81.0
2017-06-15,85.0
2017-06-16,81.0
2017-06-17,25.0
2017-06-18,20.0
