date,co phieu
2026-01-01,19.0
2026-01-02,16.0
2026-01-03,15.0
2026-01-04,9.0
2026-01-05,62.0
2026-01-06,50.0
2026-01-07,62.0
2026-01-08,61.0
2026-01-09,76.0
2026-01-10,33.0
2026-01-11,26.0
2026-01-12,70.0
2026-01-13,66.0
2026-01-14,81.0
2026-01-15,70.0
2026-01-16,76.0
2026-01-17,21.0
2026-01-18,20.0
2026-01-19,75.0
2026-01-20,60.0
2026-01-21,62.0
2026-01-22,52.0
2026-01-23,53.0
2026-01-24,18.0
2026-01-25,23.0
2026-01-26,64.0
2026-01-27,72.0
2026-01-28,79.0
2026-01-29,72.0
2026-01-30,62.0
2026-01-31,23.0
2026-02-01,20.0
2026-02-02,70.0
2026-02-03,64.0
2026-02-04,61.0
2026-02-05,54.0
2026-02-06,53.0
2026-02-07,17.0
2026-02-08,12.0
2026-02-09,54.0
2026-02-10,50.0
2026-02-11,38.0
2026-02-12,53.0
2026-02-13,32.0
2026-02-14,13.0
2026-02-15,12.0
2026-02-16,0.0
2026-02-17,0.0
2026-02-18,11.0
2026-02-19,12.0
2026-02-20,13.0
2026-02-21,14.0
2026-02-22,15.0
2026-02-23,61.0
2026-02-24,67.0
2026-02-25,75.0
2026-02-26,64.0
2026-02-27,76.0
2026-02-28,29.0
2026-03-01,26.0
2026-03-02,81.0
2026-03-03,79.0
2026-03-04,71.0
2026-03-05,73.0
2026-03-06,66.0
2026-03-07,34.0
2026-03-08,24.0
2026-03-09,100.0
2026-03-10,99.0
2026-03-11,71.0
2026-03-12,82.0
2026-03-13,62.0
2026-03-14,33.0
2026-03-15,20.0
2026-03-16,66.0
2026-03-17,65.0
2026-03-18,76.0
2026-03-19,57.0
2026-03-20,76.0
2026-03-21,34.0
2026-03-22,23.0
2026-03-23,69.0
2026-03-24,65.0
2026-03-25,62.0
2026-03-26,60.0
2026-03-27,60.0
2026-03-28,22.0
2026-03-29,17.0
2026-03-30,61.0
2026-03-31,53.0
2026-04-01,60.0
2026-04-02,55.0
2026-04-03,53.0
2026-04-04,17.0
2026-04-05,16.0
2026-04-06,50.0
2026-04-07,74.0
