date,dau tu
2018-01-17,77.0
2018-01-18,77.0
2018-01-19,80.0
2018-01-20,63.0
2018-01-21,58.0
2018-01-22,74.0
2018-01-23,46.0
2018-01-24,60.0
2018-01-25,61.0
2018-01-26,61.0
2018-01-27,47.0
2018-01-28,52.0
2018-01-29,66.0
2018-01-30,67.0
2018-01-31,57.0
2018-02-01,64.0
2018-02-02,61.0
2018-02-03,56.0
2018-02-04,60.0
2018-02-05,67.0
2018-02-06,71.0
2018-02-07,63.0
2018-02-08,67.0
2018-02-09,59.0
2018-02-10,45.0
2018-02-11,48.0
2018-02-12,57.0
2018-02-13,54.0
2018-02-14,50.0
2018-02-15,64.0
2018-02-16,72.0
2018-02-17,68.0
2018-02-18,67.0
2018-02-19,70.0
2018-02-20,79.0
2018-02-21,76.0
2018-02-22,74.0
2018-02-23,72.0
2018-02-24,60.0
2018-02-25,60.0
2018-02-26,67.0
2018-02-27,68.0
2018-02-28,69.0
2018-03-01,67.0
2018-03-02,71.0
2018-03-03,67.0
2018-03-04,63.0
2018-03-05,68.0
2018-03-06,68.0
2018-03-07,65.0
2018-03-08,62.0
2018-03-09,64.0
2018-03-10,63.0
2018-03-11,59.0
2018-03-12,75.0
2018-03-13,74.0
2018-03-14,75.0
2018-03-15,70.0
2018-03-16,76.0
2018-03-17,68.0
2018-03-18,64.0
2018-03-19,74.0
2018-03-20,74.0
2018-03-21,83.0
2018-03-22,81.0
2018-03-23,87.0
2018-03-24,79.0
2018-03-25,80.0
2018-03-26,87.0
2018-03-27,87.0
2018-03-28,87.0
2018-03-29,89.0
2018-03-30,87.0
2018-03-31,75.0
2018-04-01,80.0
2018-04-02,89.0
2018-04-03,79.0
2018-04-04,80.0
2018-04-05,86.0
2018-04-06,73.0
2018-04-07,69.0
2018-04-08,78.0
2018-04-09,76.0
2018-04-10,82.0
2018-04-11,78.0
2018-04-12,79.0
2018-04-13,67.0
2018-04-14,62.0
2018-04-15,68.0
2018-04-16,73.0
2018-04-17,73.0
2018-04-18,76.0
2018-04-19,73.0
2018-04-20,63.0
2018-04-21,58.0
2018-04-22,57.0
2018-04-23,71.0
2018-04-24,64.0
2018-04-25,64.0
2018-04-26,67.0
2018-04-27,58.0
2018-04-28,48.0
2018-04-29,53.0
2018-04-30,56.0
2018-05-01,62.0
2018-05-02,65.0
2018-05-03,67.0
2018-05-04,67.0
2018-05-05,55.0
2018-05-06,64.0
2018-05-07,77.0
2018-05-08,70.0
2018-05-09,62.0
2018-05-10,73.0
2018-05-11,71.0
2018-05-12,60.0
2018-05-13,61.0
2018-05-14,66.0
2018-05-15,65.0
2018-05-16,67.0
2018-05-17,71.0
2018-05-18,67.0
2018-05-19,63.0
2018-05-20,63.0
2018-05-21,69.0
2018-05-22,67.0
2018-05-23,70.0
2018-05-24,71.0
2018-05-25,67.0
2018-05-26,78.0
2018-05-27,71.0
2018-05-28,71.0
2018-05-29,72.0
2018-05-30,66.0
2018-05-31,66.0
2018-06-01,68.0
2018-06-02,56.0
2018-06-03,57.0
2018-06-04,61.0
2018-06-05,59.0
2018-06-06,64.0
2018-06-07,60.0
2018-06-08,59.0
2018-06-09,56.0
2018-06-10,52.0
2018-06-11,59.0
2018-06-12,60.0
2018-06-13,66.0
2018-06-14,57.0
2018-06-15,56.0
2018-06-16,48.0
2018-06-17,47.0
2018-06-18,61.0
2018-06-19,53.0
2018-06-20,55.0
2018-06-21,60.0
2018-06-22,54.0
2018-06-23,47.0
2018-06-24,47.0
2018-06-25,52.0
2018-06-26,50.0
2018-06-27,51.0
2018-06-28,55.0
2018-06-29,55.0
2018-06-30,52.0
2018-07-01,46.0
2018-07-02,56.0
2018-07-03,69.0
2018-07-04,100.0
2018-07-05,81.0
2018-07-06,73.0
2018-07-07,62.0
2018-07-08,57.0
2018-07-09,60.0
2018-07-10,55.0
2018-07-11,47.0
2018-07-12,59.0
2018-07-13,59.0
2018-07-14,49.0
2018-07-15,38.0
2018-07-16,55.0
2018-07-17,56.0
2018-07-18,56.0
2018-07-19,56.0
2018-07-20,55.0
2018-07-21,51.0
2018-07-22,48.0
2018-07-23,53.0
2018-07-24,61.0
2018-07-25,53.0
2018-07-26,58.0
2018-07-27,48.0
2018-07-28,53.0
2018-07-29,56.0
2018-07-30,59.0
2018-07-31,61.0
2018-08-01,64.0
2018-08-02,67.0
2018-08-03,81.0
2018-08-04,68.0
2018-08-05,68.0
2018-08-06,60.0
2018-08-07,76.0
2018-08-08,57.0
2018-08-09,55.0
2018-08-10,64.0
2018-08-11,51.0
2018-08-12,47.0
2018-08-13,50.0
2018-08-14,50.0
2018-08-15,54.0
2018-08-16,53.0
2018-08-17,58.0
2018-08-18,53.0
2018-08-19,51.0
2018-08-20,64.0
2018-08-21,56.0
2018-08-22,58.0
2018-08-23,67.0
2018-08-24,79.0
2018-08-25,69.0
2018-08-26,59.0
2018-08-27,73.0
2018-08-28,60.0
2018-08-29,53.0
2018-08-30,61.0
2018-08-31,54.0
2018-09-01,46.0
2018-09-02,46.0
2018-09-03,49.0
2018-09-04,57.0
2018-09-05,54.0
2018-09-06,51.0
2018-09-07,50.0
2018-09-08,50.0
2018-09-09,51.0
2018-09-10,62.0
2018-09-11,58.0
2018-09-12,51.0
2018-09-13,54.0
