date,chung khoan
2011-11-10,39.0
2011-11-11,42.0
2011-11-12,20.0
2011-11-13,21.0
2011-11-14,54.0
2011-11-15,47.0
2011-11-16,50.0
2011-11-17,41.0
2011-11-18,41.0
2011-11-19,17.0
2011-11-20,21.0
2011-11-21,50.0
2011-11-22,44.0
2011-11-23,50.0
2011-11-24,45.0
2011-11-25,48.0
2011-11-26,26.0
2011-11-27,27.0
2011-11-28,50.0
2011-11-29,49.0
2011-11-30,45.0
2011-12-01,43.0
2011-12-02,47.0
2011-12-03,21.0
2011-12-04,23.0
2011-12-05,55.0
2011-12-06,58.0
2011-12-07,51.0
2011-12-08,46.0
2011-12-09,44.0
2011-12-10,24.0
2011-12-11,21.0
2011-12-12,43.0
2011-12-13,48.0
2011-12-14,51.0
2011-12-15,46.0
2011-12-16,45.0
2011-12-17,21.0
2011-12-18,21.0
2011-12-19,43.0
2011-12-20,40.0
2011-12-21,42.0
2011-12-22,42.0
2011-12-23,40.0
2011-12-24,18.0
2011-12-25,16.0
2011-12-26,46.0
2011-12-27,49.0
2011-12-28,46.0
2011-12-29,42.0
2011-12-30,41.0
2011-12-31,19.0
2012-01-01,18.0
2012-01-02,27.0
2012-01-03,52.0
2012-01-04,44.0
2012-01-05,41.0
2012-01-06,39.0
2012-01-07,19.0
2012-01-08,17.0
2012-01-09,45.0
2012-01-10,39.0
2012-01-11,42.0
2012-01-12,36.0
2012-01-13,38.0
2012-01-14,19.0
2012-01-15,16.0
2012-01-16,37.0
2012-01-17,35.0
2012-01-18,31.0
2012-01-19,32.0
2012-01-20,28.0
2012-01-21,14.0
2012-01-22,8.0
2012-01-23,9.0
2012-01-24,11.0
2012-01-25,11.0
2012-01-26,14.0
2012-01-27,17.0
2012-01-28,16.0
2012-01-29,18.0
2012-01-30,46.0
2012-01-31,51.0
2012-02-01,45.0
2012-02-02,49.0
2012-02-03,51.0
2012-02-04,28.0
2012-02-05,25.0
2012-02-06,48.0
2012-02-07,53.0
2012-02-08,55.0
2012-02-09,51.0
2012-02-10,45.0
2012-02-11,21.0
2012-02-12,24.0
2012-02-13,53.0
2012-02-14,48.0
2012-02-15,50.0
2012-02-16,44.0
2012-02-17,48.0
2012-02-18,25.0
2012-02-19,25.0
2012-02-20,54.0
2012-02-21,55.0
2012-02-22,57.0
2012-02-23,60.0
2012-02-24,59.0
2012-02-25,27.0
2012-02-26,26.0
2012-02-27,71.0
2012-02-28,67.0
2012-02-29,70.0
2012-03-01,60.0
2012-03-02,64.0
2012-03-03,37.0
2012-03-04,28.0
2012-03-05,100.0
2012-03-06,91.0
2012-03-07,72.0
2012-03-08,66.0
2012-03-09,67.0
2012-03-10,26.0
2012-03-11,27.0
2012-03-12,68.0
2012-03-13,68.0
2012-03-14,62.0
2012-03-15,73.0
2012-03-16,61.0
2012-03-17,31.0
2012-03-18,31.0
2012-03-19,66.0
2012-03-20,62.0
2012-03-21,69.0
2012-03-22,66.0
2012-03-23,61.0
2012-03-24,25.0
2012-03-25,26.0
2012-03-26,69.0
2012-03-27,67.0
2012-03-28,65.0
2012-03-29,61.0
2012-03-30,53.0
2012-03-31,18.0
2012-04-01,18.0
2012-04-02,31.0
2012-04-03,62.0
2012-04-04,57.0
2012-04-05,59.0
2012-04-06,56.0
2012-04-07,22.0
2012-04-08,19.0
2012-04-09,55.0
2012-04-10,60.0
2012-04-11,61.0
2012-04-12,64.0
2012-04-13,59.0
2012-04-14,26.0
2012-04-15,22.0
2012-04-16,70.0
2012-04-17,66.0
2012-04-18,66.0
2012-04-19,64.0
2012-04-20,62.0
2012-04-21,21.0
2012-04-22,22.0
2012-04-23,66.0
2012-04-24,62.0
2012-04-25,58.0
2012-04-26,58.0
2012-04-27,58.0
2012-04-28,21.0
2012-04-29,16.0
2012-04-30,16.0
2012-05-01,24.0
2012-05-02,68.0
2012-05-03,60.0
2012-05-04,61.0
2012-05-05,27.0
2012-05-06,27.0
2012-05-07,73.0
2012-05-08,68.0
2012-05-09,64.0
2012-05-10,63.0
2012-05-11,58.0
2012-05-12,22.0
2012-05-13,22.0
2012-05-14,65.0
2012-05-15,60.0
2012-05-16,55.0
2012-05-17,56.0
2012-05-18,56.0
2012-05-19,22.0
2012-05-20,21.0
2012-05-21,64.0
2012-05-22,55.0
2012-05-23,50.0
2012-05-24,52.0
2012-05-25,46.0
2012-05-26,25.0
2012-05-27,18.0
2012-05-28,58.0
2012-05-29,48.0
2012-05-30,47.0
2012-05-31,48.0
2012-06-01,43.0
2012-06-02,17.0
2012-06-03,20.0
2012-06-04,49.0
2012-06-05,48.0
2012-06-06,48.0
2012-06-07,49.0
2012-06-08,42.0
2012-06-09,22.0
2012-06-10,16.0
2012-06-11,45.0
2012-06-12,42.0
2012-06-13,45.0
2012-06-14,46.0
2012-06-15,37.0
2012-06-16,17.0
2012-06-17,15.0
2012-06-18,50.0
2012-06-19,43.0
2012-06-20,37.0
2012-06-21,35.0
2012-06-22,38.0
2012-06-23,16.0
2012-06-24,11.0
2012-06-25,41.0
2012-06-26,39.0
2012-06-27,41.0
2012-06-28,35.0
2012-06-29,34.0
2012-06-30,15.0
2012-07-01,13.0
2012-07-02,40.0
2012-07-03,34.0
2012-07-04,39.0
2012-07-05,37.0
2012-07-06,35.0
