date,chung khoan
2014-04-01,95.0
2014-04-02,95.0
2014-04-03,90.0
2014-04-04,97.0
2014-04-05,30.0
2014-04-06,24.0
2014-04-07,100.0
2014-04-08,88.0
2014-04-09,32.0
2014-04-10,92.0
2014-04-11,79.0
2014-04-12,25.0
2014-04-13,33.0
2014-04-14,93.0
2014-04-15,78.0
2014-04-16,86.0
2014-04-17,86.0
2014-04-18,81.0
2014-04-19,25.0
2014-04-20,25.0
2014-04-21,91.0
2014-04-22,80.0
2014-04-23,75.0
2014-04-24,75.0
2014-04-25,75.0
2014-04-26,32.0
2014-04-27,21.0
2014-04-28,70.0
2014-04-29,61.0
2014-04-30,15.0
2014-05-01,16.0
2014-05-02,25.0
2014-05-03,15.0
2014-05-04,18.0
2014-05-05,78.0
2014-05-06,71.0
2014-05-07,73.0
2014-05-08,88.0
2014-05-09,88.0
2014-05-10,24.0
2014-05-11,21.0
2014-05-12,88.0
2014-05-13,79.0
2014-05-14,84.0
2014-05-15,93.0
2014-05-16,73.0
2014-05-17,24.0
2014-05-18,18.0
2014-05-19,76.0
2014-05-20,78.0
2014-05-21,69.0
2014-05-22,77.0
2014-05-23,64.0
2014-05-24,19.0
2014-05-25,19.0
2014-05-26,76.0
2014-05-27,72.0
2014-05-28,71.0
2014-05-29,71.0
2014-05-30,62.0
2014-05-31,21.0
2014-06-01,17.0
2014-06-02,66.0
2014-06-03,71.0
2014-06-04,65.0
2014-06-05,62.0
2014-06-06,57.0
2014-06-07,19.0
2014-06-08,22.0
2014-06-09,69.0
2014-06-10,65.0
2014-06-11,63.0
2014-06-12,63.0
2014-06-13,55.0
2014-06-14,13.0
2014-06-15,14.0
2014-06-16,59.0
2014-06-17,62.0
2014-06-18,62.0
2014-06-19,55.0
2014-06-20,54.0
2014-06-21,20.0
2014-06-22,19.0
2014-06-23,57.0
2014-06-24,53.0
2014-06-25,55.0
2014-06-26,61.0
2014-06-27,52.0
2014-06-28,14.0
2014-06-29,17.0
2014-06-30,61.0
2014-07-01,60.0
2014-07-02,52.0
2014-07-03,60.0
2014-07-04,58.0
2014-07-05,15.0
2014-07-06,20.0
2014-07-07,58.0
2014-07-08,59.0
2014-07-09,56.0
2014-07-10,65.0
2014-07-11,56.0
2014-07-12,18.0
2014-07-13,15.0
2014-07-14,66.0
2014-07-15,63.0
2014-07-16,63.0
2014-07-17,66.0
2014-07-18,67.0
2014-07-19,20.0
2014-07-20,18.0
2014-07-21,69.0
2014-07-22,70.0
2014-07-23,60.0
2014-07-24,64.0
2014-07-25,58.0
2014-07-26,20.0
2014-07-27,18.0
2014-07-28,64.0
2014-07-29,63.0
2014-07-30,58.0
2014-07-31,65.0
2014-08-01,61.0
2014-08-02,16.0
2014-08-03,16.0
2014-08-04,60.0
2014-08-05,61.0
2014-08-06,61.0
2014-08-07,47.0
2014-08-08,55.0
2014-08-09,21.0
2014-08-10,20.0
2014-08-11,65.0
2014-08-12,65.0
2014-08-13,63.0
2014-08-14,68.0
2014-08-15,61.0
2014-08-16,20.0
2014-08-17,23.0
2014-08-18,73.0
2014-08-19,71.0
2014-08-20,63.0
2014-08-21,67.0
2014-08-22,68.0
2014-08-23,19.0
2014-08-24,18.0
2014-08-25,80.0
2014-08-26,71.0
2014-08-27,71.0
2014-08-28,68.0
2014-08-29,70.0
2014-08-30,16.0
2014-08-31,16.0
2014-09-01,20.0
2014-09-02,19.0
2014-09-03,80.0
2014-09-04,76.0
2014-09-05,72.0
2014-09-06,29.0
2014-09-07,17.0
2014-09-08,86.0
2014-09-09,78.0
2014-09-10,77.0
2014-09-11,73.0
2014-09-12,75.0
2014-09-13,22.0
2014-09-14,22.0
2014-09-15,83.0
2014-09-16,74.0
2014-09-17,73.0
2014-09-18,76.0
2014-09-19,73.0
2014-09-20,24.0
2014-09-21,22.0
2014-09-22,71.0
2014-09-23,80.0
2014-09-24,74.0
2014-09-25,73.0
2014-09-26,73.0
2014-09-27,22.0
2014-09-28,21.0
2014-09-29,80.0
2014-09-30,77.0
2014-10-01,82.0
2014-10-02,77.0
2014-10-03,73.0
2014-10-04,25.0
2014-10-05,21.0
2014-10-06,81.0
2014-10-07,82.0
2014-10-08,78.0
2014-10-09,80.0
2014-10-10,76.0
2014-10-11,23.0
2014-10-12,18.0
2014-10-13,89.0
2014-10-14,86.0
2014-10-15,82.0
2014-10-16,100.0
2014-10-17,84.0
2014-10-18,26.0
2014-10-19,27.0
2014-10-20,90.0
2014-10-21,78.0
2014-10-22,82.0
2014-10-23,73.0
2014-10-24,75.0
2014-10-25,25.0
2014-10-26,19.0
2014-10-27,89.0
2014-10-28,74.0
2014-10-29,83.0
2014-10-30,72.0
2014-10-31,75.0
2014-11-01,16.0
2014-11-02,21.0
2014-11-03,80.0
2014-11-04,74.0
2014-11-05,74.0
2014-11-06,72.0
2014-11-07,68.0
2014-11-08,22.0
2014-11-09,22.0
2014-11-10,79.0
2014-11-11,75.0
2014-11-12,75.0
2014-11-13,68.0
2014-11-14,71.0
2014-11-15,23.0
2014-11-16,19.0
2014-11-17,73.0
2014-11-18,77.0
2014-11-19,67.0
2014-11-20,66.0
2014-11-21,70.0
2014-11-22,22.0
2014-11-23,17.0
2014-11-24,68.0
2014-11-25,72.0
2014-11-26,67.0
