date,co phieu
2017-06-05,55.0
2017-06-06,51.0
2017-06-07,61.0
2017-06-08,62.0
2017-06-09,68.0
2017-06-10,26.0
2017-06-11,19.0
2017-06-12,49.0
2017-06-13,58.0
2017-06-14,58.0
2017-06-15,59.0
2017-06-16,63.0
2017-06-17,30.0
2017-06-18,19.0
2017-06-19,66.0
2017-06-20,62.0
2017-06-21,59.0
2017-06-22,62.0
2017-06-23,57.0
2017-06-24,25.0
2017-06-25,28.0
2017-06-26,69.0
2017-06-27,65.0
2017-06-28,58.0
2017-06-29,64.0
2017-06-30,59.0
2017-07-01,33.0
2017-07-02,28.0
2017-07-03,69.0
2017-07-04,68.0
2017-07-05,56.0
2017-07-06,70.0
2017-07-07,57.0
2017-07-08,28.0
2017-07-09,27.0
2017-07-10,59.0
2017-07-11,66.0
2017-07-12,52.0
2017-07-13,67.0
2017-07-14,60.0
2017-07-15,34.0
2017-07-16,23.0
2017-07-17,58.0
2017-07-18,59.0
2017-07-19,58.0
2017-07-20,71.0
2017-07-21,66.0
2017-07-22,29.0
2017-07-23,21.0
2017-07-24,54.0
2017-07-25,60.0
2017-07-26,57.0
2017-07-27,64.0
2017-07-28,58.0
2017-07-29,25.0
2017-07-30,20.0
2017-07-31,68.0
2017-08-01,72.0
2017-08-02,69.0
2017-08-03,58.0
2017-08-04,68.0
2017-08-05,27.0
2017-08-06,24.0
2017-08-07,65.0
2017-08-08,69.0
2017-08-09,78.0
2017-08-10,67.0
2017-08-11,61.0
2017-08-12,23.0
2017-08-13,16.0
2017-08-14,66.0
2017-08-15,55.0
2017-08-16,58.0
2017-08-17,56.0
2017-08-18,53.0
2017-08-19,19.0
2017-08-20,18.0
2017-08-21,57.0
2017-08-22,51.0
2017-08-23,45.0
2017-08-24,50.0
2017-08-25,56.0
2017-08-26,21.0
2017-08-27,22.0
2017-08-28,55.0
2017-08-29,65.0
2017-08-30,56.0
2017-08-31,64.0
2017-09-01,48.0
2017-09-02,22.0
2017-09-03,21.0
2017-09-04,29.0
2017-09-05,52.0
2017-09-06,56.0
2017-09-07,57.0
2017-09-08,48.0
2017-09-09,24.0
2017-09-10,15.0
2017-09-11,57.0
2017-09-12,61.0
2017-09-13,56.0
2017-09-14,55.0
2017-09-15,52.0
2017-09-16,18.0
2017-09-17,17.0
2017-09-18,47.0
2017-09-19,61.0
2017-09-20,58.0
2017-09-21,63.0
2017-09-22,57.0
2017-09-23,20.0
2017-09-24,21.0
2017-09-25,60.0
2017-09-26,57.0
2017-09-27,58.0
2017-09-28,49.0
2017-09-29,57.0
2017-09-30,20.0
2017-10-01,20.0
2017-10-02,51.0
2017-10-03,51.0
2017-10-04,56.0
2017-10-05,66.0
2017-10-06,46.0
2017-10-07,30.0
2017-10-08,18.0
2017-10-09,66.0
2017-10-10,58.0
2017-10-11,52.0
2017-10-12,56.0
2017-10-13,56.0
2017-10-14,22.0
2017-10-15,15.0
2017-10-16,52.0
2017-10-17,51.0
2017-10-18,64.0
2017-10-19,57.0
2017-10-20,59.0
2017-10-21,22.0
2017-10-22,22.0
2017-10-23,57.0
2017-10-24,67.0
2017-10-25,64.0
2017-10-26,48.0
2017-10-27,54.0
2017-10-28,20.0
2017-10-29,19.0
2017-10-30,65.0
2017-10-31,68.0
2017-11-01,59.0
2017-11-02,56.0
2017-11-03,56.0
2017-11-04,23.0
2017-11-05,16.0
2017-11-06,73.0
2017-11-07,57.0
2017-11-08,73.0
2017-11-09,69.0
2017-11-10,67.0
2017-11-11,25.0
2017-11-12,25.0
2017-11-13,75.0
2017-11-14,69.0
2017-11-15,71.0
2017-11-16,72.0
2017-11-17,56.0
2017-11-18,28.0
2017-11-19,20.0
2017-11-20,75.0
2017-11-21,67.0
2017-11-22,88.0
2017-11-23,67.0
2017-11-24,72.0
2017-11-25,31.0
2017-11-26,21.0
2017-11-27,75.0
2017-11-28,74.0
2017-11-29,79.0
2017-11-30,96.0
2017-12-01,73.0
2017-12-02,33.0
2017-12-03,22.0
2017-12-04,76.0
2017-12-05,89.0
2017-12-06,74.0
2017-12-07,69.0
2017-12-08,64.0
2017-12-09,33.0
2017-12-10,15.0
2017-12-11,75.0
2017-12-12,63.0
2017-12-13,64.0
2017-12-14,74.0
2017-12-15,75.0
2017-12-16,23.0
2017-12-17,22.0
2017-12-18,79.0
2017-12-19,64.0
2017-12-20,68.0
2017-12-21,75.0
2017-12-22,68.0
2017-12-23,27.0
2017-12-24,21.0
2017-12-25,65.0
2017-12-26,66.0
2017-12-27,70.0
2017-12-28,78.0
2017-12-29,76.0
2017-12-30,34.0
2017-12-31,19.0
2018-01-01,26.0
2018-01-02,72.0
2018-01-03,86.0
2018-01-04,78.0
2018-01-05,72.0
2018-01-06,31.0
2018-01-07,27.0
2018-01-08,91.0
2018-01-09,74.0
2018-01-10,86.0
2018-01-11,87.0
2018-01-12,100.0
2018-01-13,28.0
2018-01-14,21.0
2018-01-15,86.0
2018-01-16,85.0
2018-01-17,85.0
2018-01-18,76.0
2018-01-19,84.0
2018-01-20,35.0
2018-01-21,22.0
2018-01-22,84.0
2018-01-23,68.0
2018-01-24,62.0
2018-01-25,86.0
2018-01-26,79.0
2018-01-27,25.0
2018-01-28,28.0
2018-01-29,93.0
2018-01-30,88.0
