date,chung khoan
2017-06-05,72.0
2017-06-06,74.0
2017-06-07,72.0
2017-06-08,75.0
2017-06-09,70.0
2017-06-10,24.0
2017-06-11,19.0
2017-06-12,74.0
2017-06-13,68.0
2017-06-14,70.0
2017-06-15,73.0
2017-06-16,70.0
2017-06-17,21.0
2017-06-18,17.0
2017-06-19,77.0
2017-06-20,79.0
2017-06-21,76.0
2017-06-22,72.0
2017-06-23,70.0
2017-06-24,21.0
2017-06-25,19.0
2017-06-26,74.0
2017-06-27,78.0
2017-06-28,69.0
2017-06-29,70.0
2017-06-30,71.0
2017-07-01,19.0
2017-07-02,19.0
2017-07-03,79.0
2017-07-04,78.0
2017-07-05,83.0
2017-07-06,78.0
2017-07-07,75.0
2017-07-08,17.0
2017-07-09,17.0
2017-07-10,79.0
2017-07-11,77.0
2017-07-12,80.0
2017-07-13,72.0
2017-07-14,69.0
2017-07-15,22.0
2017-07-16,23.0
2017-07-17,81.0
2017-07-18,78.0
2017-07-19,76.0
2017-07-20,71.0
2017-07-21,72.0
2017-07-22,19.0
2017-07-23,19.0
2017-07-24,75.0
2017-07-25,76.0
2017-07-26,77.0
2017-07-27,70.0
2017-07-28,65.0
2017-07-29,20.0
2017-07-30,16.0
2017-07-31,77.0
2017-08-01,76.0
2017-08-02,78.0
2017-08-03,72.0
2017-08-04,77.0
2017-08-05,21.0
2017-08-06,18.0
2017-08-07,79.0
2017-08-08,83.0
2017-08-09,97.0
2017-08-10,90.0
2017-08-11,76.0
2017-08-12,20.0
2017-08-13,19.0
2017-08-14,81.0
2017-08-15,81.0
2017-08-16,76.0
2017-08-17,75.0
2017-08-18,73.0
2017-08-19,16.0
2017-08-20,16.0
2017-08-21,74.0
2017-08-22,69.0
2017-08-23,69.0
2017-08-24,72.0
2017-08-25,66.0
2017-08-26,18.0
2017-08-27,17.0
2017-08-28,75.0
2017-08-29,74.0
2017-08-30,78.0
2017-08-31,78.0
2017-09-01,74.0
2017-09-02,12.0
2017-09-03,17.0
2017-09-04,23.0
2017-09-05,73.0
2017-09-06,73.0
2017-09-07,75.0
2017-09-08,72.0
2017-09-09,13.0
2017-09-10,15.0
2017-09-11,68.0
2017-09-12,66.0
2017-09-13,69.0
2017-09-14,62.0
2017-09-15,67.0
2017-09-16,16.0
2017-09-17,12.0
2017-09-18,78.0
2017-09-19,80.0
2017-09-20,74.0
2017-09-21,68.0
2017-09-22,72.0
2017-09-23,14.0
2017-09-24,16.0
2017-09-25,74.0
2017-09-26,70.0
2017-09-27,66.0
2017-09-28,67.0
2017-09-29,63.0
2017-09-30,14.0
2017-10-01,15.0
2017-10-02,65.0
2017-10-03,72.0
2017-10-04,70.0
2017-10-05,67.0
2017-10-06,66.0
2017-10-07,15.0
2017-10-08,15.0
2017-10-09,74.0
2017-10-10,65.0
2017-10-11,67.0
2017-10-12,58.0
2017-10-13,71.0
2017-10-14,15.0
2017-10-15,18.0
2017-10-16,67.0
2017-10-17,70.0
2017-10-18,59.0
2017-10-19,68.0
2017-10-20,67.0
2017-10-21,16.0
2017-10-22,15.0
2017-10-23,66.0
2017-10-24,69.0
2017-10-25,70.0
2017-10-26,70.0
2017-10-27,67.0
2017-10-28,16.0
2017-10-29,13.0
2017-10-30,67.0
2017-10-31,67.0
2017-11-01,71.0
2017-11-02,77.0
2017-11-03,71.0
2017-11-04,15.0
2017-11-05,18.0
2017-11-06,69.0
2017-11-07,75.0
2017-11-08,78.0
2017-11-09,82.0
2017-11-10,68.0
2017-11-11,18.0
2017-11-12,14.0
2017-11-13,79.0
2017-11-14,69.0
2017-11-15,78.0
2017-11-16,75.0
2017-11-17,74.0
2017-11-18,20.0
2017-11-19,15.0
2017-11-20,75.0
2017-11-21,73.0
2017-11-22,81.0
2017-11-23,81.0
2017-11-24,81.0
2017-11-25,19.0
2017-11-26,16.0
2017-11-27,80.0
2017-11-28,89.0
2017-11-29,74.0
2017-11-30,83.0
2017-12-01,70.0
2017-12-02,19.0
2017-12-03,15.0
2017-12-04,89.0
2017-12-05,93.0
2017-12-06,93.0
2017-12-07,85.0
2017-12-08,82.0
2017-12-09,16.0
2017-12-10,18.0
2017-12-11,81.0
2017-12-12,87.0
2017-12-13,72.0
2017-12-14,82.0
2017-12-15,78.0
2017-12-16,18.0
2017-12-17,20.0
2017-12-18,84.0
2017-12-19,81.0
2017-12-20,90.0
2017-12-21,82.0
2017-12-22,72.0
2017-12-23,14.0
2017-12-24,13.0
2017-12-25,68.0
2017-12-26,75.0
2017-12-27,71.0
2017-12-28,76.0
2017-12-29,76.0
2017-12-30,16.0
2017-12-31,15.0
2018-01-01,19.0
2018-01-02,78.0
2018-01-03,78.0
2018-01-04,83.0
2018-01-05,75.0
2018-01-06,20.0
2018-01-07,20.0
2018-01-08,80.0
2018-01-09,90.0
2018-01-10,89.0
2018-01-11,91.0
2018-01-12,85.0
2018-01-13,23.0
2018-01-14,16.0
2018-01-15,88.0
2018-01-16,80.0
2018-01-17,89.0
2018-01-18,80.0
2018-01-19,79.0
2018-01-20,20.0
2018-01-21,16.0
2018-01-22,100.0
2018-01-23,76.0
2018-01-24,73.0
2018-01-25,96.0
2018-01-26,81.0
2018-01-27,19.0
2018-01-28,17.0
2018-01-29,97.0
2018-01-30,87.0
