date,chung khoan
2021-10-04,72.0
2021-10-05,69.0
2021-10-06,72.0
2021-10-07,67.0
2021-10-08,64.0
2021-10-09,19.0
2021-10-10,17.0
2021-10-11,78.0
2021-10-12,79.0
2021-10-13,74.0
2021-10-14,77.0
2021-10-15,70.0
2021-10-16,15.0
2021-10-17,17.0
2021-10-18,76.0
2021-10-19,75.0
2021-10-20,74.0
2021-10-21,71.0
2021-10-22,64.0
2021-10-23,15.0
2021-10-24,18.0
2021-10-25,67.0
2021-10-26,64.0
2021-10-27,67.0
2021-10-28,71.0
2021-10-29,69.0
2021-10-30,18.0
2021-10-31,14.0
2021-11-01,78.0
2021-11-02,72.0
2021-11-03,82.0
2021-11-04,74.0
2021-11-05,79.0
2021-11-06,18.0
2021-11-07,14.0
2021-11-08,83.0
2021-11-09,81.0
2021-11-10,79.0
2021-11-11,71.0
2021-11-12,76.0
2021-11-13,21.0
2021-11-14,21.0
2021-11-15,84.0
2021-11-16,76.0
2021-11-17,79.0
2021-11-18,95.0
2021-11-19,89.0
2021-11-20,21.0
2021-11-21,20.0
2021-11-22,86.0
2021-11-23,84.0
2021-11-24,87.0
2021-11-25,76.0
2021-11-26,78.0
2021-11-27,20.0
2021-11-28,14.0
2021-11-29,85.0
2021-11-30,80.0
2021-12-01,83.0
2021-12-02,80.0
2021-12-03,80.0
2021-12-04,18.0
2021-12-05,16.0
2021-12-06,85.0
2021-12-07,79.0
2021-12-08,77.0
2021-12-09,77.0
2021-12-10,73.0
2021-12-11,17.0
2021-12-12,16.0
2021-12-13,78.0
2021-12-14,78.0
2021-12-15,69.0
2021-12-16,74.0
2021-12-17,73.0
2021-12-18,19.0
2021-12-19,15.0
2021-12-20,83.0
2021-12-21,71.0
2021-12-22,66.0
2021-12-23,75.0
2021-12-24,74.0
2021-12-25,16.0
2021-12-26,15.0
2021-12-27,71.0
2021-12-28,71.0
2021-12-29,72.0
2021-12-30,78.0
2021-12-31,66.0
2022-01-01,13.0
2022-01-02,18.0
2022-01-03,30.0
2022-01-04,79.0
2022-01-05,80.0
2022-01-06,80.0
2022-01-07,79.0
2022-01-08,29.0
2022-01-09,21.0
2022-01-10,95.0
2022-01-11,94.0
2022-01-12,100.0
2022-01-13,90.0
2022-01-14,74.0
2022-01-15,22.0
2022-01-16,18.0
2022-01-17,92.0
2022-01-18,79.0
2022-01-19,79.0
2022-01-20,74.0
2022-01-21,72.0
2022-01-22,16.0
2022-01-23,16.0
2022-01-24,72.0
2022-01-25,70.0
2022-01-26,67.0
2022-01-27,73.0
2022-01-28,69.0
2022-01-29,14.0
2022-01-30,11.0
2022-01-31,10.0
2022-02-01,13.0
2022-02-02,18.0
2022-02-03,13.0
2022-02-04,18.0
2022-02-05,12.0
2022-02-06,17.0
2022-02-07,77.0
2022-02-08,72.0
2022-02-09,75.0
2022-02-10,66.0
2022-02-11,73.0
2022-02-12,18.0
2022-02-13,19.0
2022-02-14,80.0
2022-02-15,72.0
2022-02-16,68.0
2022-02-17,71.0
2022-02-18,69.0
2022-02-19,16.0
2022-02-20,14.0
2022-02-21,75.0
2022-02-22,70.0
2022-02-23,66.0
2022-02-24,89.0
2022-02-25,72.0
2022-02-26,15.0
2022-02-27,15.0
2022-02-28,68.0
2022-03-01,66.0
2022-03-02,71.0
2022-03-03,72.0
2022-03-04,65.0
2022-03-05,20.0
2022-03-06,18.0
2022-03-07,70.0
2022-03-08,76.0
2022-03-09,72.0
2022-03-10,71.0
2022-03-11,68.0
2022-03-12,14.0
2022-03-13,16.0
2022-03-14,69.0
2022-03-15,64.0
2022-03-16,64.0
2022-03-17,62.0
2022-03-18,63.0
2022-03-19,13.0
2022-03-20,16.0
2022-03-21,69.0
2022-03-22,67.0
2022-03-23,67.0
2022-03-24,65.0
2022-03-25,58.0
2022-03-26,13.0
2022-03-27,18.0
2022-03-28,65.0
2022-03-29,54.0
2022-03-30,77.0
2022-03-31,63.0
2022-04-01,61.0
2022-04-02,16.0
2022-04-03,15.0
2022-04-04,57.0
2022-04-05,62.0
2022-04-06,75.0
2022-04-07,63.0
2022-04-08,60.0
2022-04-09,15.0
2022-04-10,12.0
2022-04-11,19.0
2022-04-12,66.0
2022-04-13,61.0
2022-04-14,57.0
2022-04-15,59.0
2022-04-16,13.0
2022-04-17,14.0
2022-04-18,68.0
2022-04-19,61.0
2022-04-20,73.0
2022-04-21,71.0
2022-04-22,71.0
2022-04-23,16.0
2022-04-24,13.0
2022-04-25,86.0
2022-04-26,76.0
2022-04-27,71.0
2022-04-28,61.0
2022-04-29,61.0
2022-04-30,11.0
2022-05-01,11.0
2022-05-02,13.0
2022-05-03,19.0
2022-05-04,59.0
2022-05-05,54.0
2022-05-06,57.0
2022-05-07,12.0
2022-05-08,11.0
2022-05-09,76.0
2022-05-10,69.0
2022-05-11,65.0
2022-05-12,68.0
2022-05-13,70.0
2022-05-14,18.0
2022-05-15,13.0
2022-05-16,68.0
2022-05-17,72.0
2022-05-18,70.0
2022-05-19,66.0
2022-05-20,65.0
2022-05-21,13.0
2022-05-22,8.0
2022-05-23,64.0
2022-05-24,61.0
2022-05-25,63.0
2022-05-26,68.0
2022-05-27,62.0
2022-05-28,10.0
2022-05-29,10.0
2022-05-30,59.0
2022-05-31,62.0
