date,co phieu
2023-07-13,71.0
2023-07-14,60.0
2023-07-15,26.0
2023-07-16,23.0
2023-07-17,72.0
2023-07-18,61.0
2023-07-19,64.0
2023-07-20,65.0
2023-07-21,77.0
2023-07-22,24.0
2023-07-23,25.0
2023-07-24,70.0
2023-07-25,65.0
2023-07-26,64.0
2023-07-27,67.0
2023-07-28,82.0
2023-07-29,18.0
2023-07-30,31.0
2023-07-31,70.0
2023-08-01,83.0
2023-08-02,70.0
2023-08-03,52.0
2023-08-04,68.0
2023-08-05,19.0
2023-08-06,19.0
2023-08-07,84.0
2023-08-08,79.0
2023-08-09,76.0
2023-08-10,80.0
2023-08-11,63.0
2023-08-12,25.0
2023-08-13,20.0
2023-08-14,65.0
2023-08-15,76.0
2023-08-16,100.0
2023-08-17,94.0
2023-08-18,100.0
2023-08-19,38.0
2023-08-20,31.0
2023-08-21,78.0
2023-08-22,88.0
2023-08-23,68.0
2023-08-24,81.0
2023-08-25,77.0
2023-08-26,37.0
2023-08-27,24.0
2023-08-28,80.0
2023-08-29,93.0
2023-08-30,95.0
2023-08-31,85.0
2023-09-01,32.0
2023-09-02,24.0
2023-09-03,20.0
2023-09-04,31.0
2023-09-05,75.0
2023-09-06,80.0
2023-09-07,80.0
2023-09-08,83.0
2023-09-09,42.0
2023-09-10,22.0
2023-09-11,82.0
2023-09-12,79.0
2023-09-13,82.0
2023-09-14,75.0
2023-09-15,72.0
2023-09-16,29.0
2023-09-17,18.0
2023-09-18,68.0
2023-09-19,64.0
2023-09-20,77.0
2023-09-21,63.0
2023-09-22,76.0
2023-09-23,24.0
2023-09-24,17.0
2023-09-25,67.0
2023-09-26,82.0
2023-09-27,69.0
2023-09-28,72.0
2023-09-29,65.0
2023-09-30,22.0
2023-10-01,14.0
2023-10-02,65.0
2023-10-03,62.0
2023-10-04,53.0
2023-10-05,67.0
2023-10-06,72.0
2023-10-07,26.0
2023-10-08,19.0
2023-10-09,61.0
2023-10-10,73.0
2023-10-11,65.0
2023-10-12,63.0
2023-10-13,65.0
2023-10-14,23.0
2023-10-15,12.0
2023-10-16,72.0
2023-10-17,63.0
2023-10-18,56.0
2023-10-19,58.0
2023-10-20,67.0
2023-10-21,20.0
2023-10-22,18.0
2023-10-23,59.0
2023-10-24,56.0
2023-10-25,61.0
2023-10-26,70.0
2023-10-27,65.0
2023-10-28,20.0
2023-10-29,17.0
2023-10-30,65.0
2023-10-31,60.0
2023-11-01,61.0
2023-11-02,64.0
2023-11-03,51.0
2023-11-04,23.0
2023-11-05,15.0
2023-11-06,61.0
2023-11-07,55.0
2023-11-08,53.0
2023-11-09,57.0
2023-11-10,64.0
2023-11-11,20.0
2023-11-12,16.0
2023-11-13,61.0
2023-11-14,59.0
2023-11-15,59.0
2023-11-16,46.0
2023-11-17,65.0
2023-11-18,19.0
2023-11-19,21.0
2023-11-20,62.0
2023-11-21,48.0
2023-11-22,60.0
2023-11-23,64.0
2023-11-24,46.0
2023-11-25,22.0
2023-11-26,15.0
2023-11-27,48.0
2023-11-28,54.0
2023-11-29,54.0
2023-11-30,55.0
2023-12-01,51.0
2023-12-02,13.0
2023-12-03,17.0
2023-12-04,57.0
2023-12-05,57.0
2023-12-06,55.0
2023-12-07,56.0
2023-12-08,51.0
2023-12-09,19.0
2023-12-10,15.0
2023-12-11,53.0
2023-12-12,55.0
2023-12-13,51.0
2023-12-14,50.0
2023-12-15,56.0
2023-12-16,19.0
2023-12-17,16.0
2023-12-18,49.0
2023-12-19,47.0
2023-12-20,51.0
2023-12-21,52.0
2023-12-22,40.0
2023-12-23,12.0
2023-12-24,15.0
2023-12-25,51.0
2023-12-26,48.0
2023-12-27,51.0
2023-12-28,42.0
2023-12-29,63.0
2023-12-30,18.0
2023-12-31,14.0
2024-01-01,10.0
2024-01-02,57.0
2024-01-03,60.0
2024-01-04,63.0
2024-01-05,62.0
2024-01-06,22.0
2024-01-07,21.0
2024-01-08,54.0
2024-01-09,59.0
2024-01-10,51.0
2024-01-11,60.0
2024-01-12,44.0
2024-01-13,19.0
2024-01-14,10.0
2024-01-15,50.0
2024-01-16,46.0
2024-01-17,56.0
2024-01-18,52.0
2024-01-19,53.0
2024-01-20,17.0
2024-01-21,12.0
2024-01-22,61.0
2024-01-23,46.0
2024-01-24,41.0
2024-01-25,41.0
2024-01-26,49.0
2024-01-27,18.0
2024-01-28,12.0
2024-01-29,52.0
2024-01-30,45.0
2024-01-31,56.0
2024-02-01,46.0
2024-02-02,50.0
2024-02-03,17.0
2024-02-04,11.0
2024-02-05,46.0
2024-02-06,46.0
2024-02-07,37.0
2024-02-08,11.0
2024-02-09,11.0
2024-02-10,0.0
2024-02-11,0.0
2024-02-12,11.0
2024-02-13,12.0
2024-02-14,16.0
2024-02-15,51.0
2024-02-16,56.0
2024-02-17,11.0
2024-02-18,18.0
2024-02-19,54.0
2024-02-20,48.0
2024-02-21,70.0
2024-02-22,47.0
2024-02-23,62.0
2024-02-24,18.0
2024-02-25,16.0
2024-02-26,46.0
2024-02-27,64.0
2024-02-28,64.0
2024-02-29,61.0
2024-03-01,59.0
2024-03-02,22.0
2024-03-03,21.0
2024-03-04,54.0
2024-03-05,65.0
2024-03-06,47.0
2024-03-07,53.0
2024-03-08,67.0
