date,chung khoan
2017-05-05,68.0
2017-05-06,19.0
2017-05-07,17.0
2017-05-08,67.0
2017-05-09,74.0
2017-05-10,68.0
2017-05-11,68.0
2017-05-12,69.0
2017-05-13,18.0
2017-05-14,13.0
2017-05-15,73.0
2017-05-16,81.0
2017-05-17,77.0
2017-05-18,69.0
2017-05-19,75.0
2017-05-20,18.0
2017-05-21,16.0
2017-05-22,87.0
2017-05-23,86.0
2017-05-24,72.0
2017-05-25,85.0
2017-05-26,78.0
2017-05-27,21.0
2017-05-28,19.0
2017-05-29,86.0
2017-05-30,89.0
2017-05-31,71.0
2017-06-01,73.0
2017-06-02,70.0
2017-06-03,15.0
2017-06-04,14.0
2017-06-05,74.0
2017-06-06,76.0
2017-06-07,75.0
2017-06-08,77.0
2017-06-09,72.0
2017-06-10,24.0
2017-06-11,19.0
2017-06-12,77.0
2017-06-13,70.0
2017-06-14,72.0
2017-06-15,76.0
2017-06-16,72.0
2017-06-17,22.0
2017-06-18,18.0
2017-06-19,80.0
2017-06-20,81.0
2017-06-21,79.0
2017-06-22,74.0
2017-06-23,72.0
2017-06-24,22.0
2017-06-25,20.0
2017-06-26,77.0
2017-06-27,80.0
2017-06-28,71.0
2017-06-29,72.0
2017-06-30,73.0
2017-07-01,20.0
2017-07-02,19.0
2017-07-03,82.0
2017-07-04,80.0
2017-07-05,85.0
2017-07-06,80.0
2017-07-07,77.0
2017-07-08,18.0
2017-07-09,18.0
2017-07-10,82.0
2017-07-11,80.0
2017-07-12,82.0
2017-07-13,74.0
2017-07-14,71.0
2017-07-15,22.0
2017-07-16,23.0
2017-07-17,84.0
2017-07-18,80.0
2017-07-19,78.0
2017-07-20,73.0
2017-07-21,75.0
2017-07-22,20.0
2017-07-23,19.0
2017-07-24,77.0
2017-07-25,78.0
2017-07-26,79.0
2017-07-27,72.0
2017-07-28,67.0
2017-07-29,20.0
2017-07-30,16.0
2017-07-31,79.0
2017-08-01,78.0
2017-08-02,81.0
2017-08-03,74.0
2017-08-04,80.0
2017-08-05,22.0
2017-08-06,19.0
2017-08-07,81.0
2017-08-08,85.0
2017-08-09,100.0
2017-08-10,93.0
2017-08-11,78.0
2017-08-12,21.0
2017-08-13,19.0
2017-08-14,83.0
2017-08-15,83.0
2017-08-16,78.0
2017-08-17,78.0
2017-08-18,75.0
2017-08-19,16.0
2017-08-20,16.0
2017-08-21,76.0
2017-08-22,71.0
2017-08-23,71.0
2017-08-24,74.0
2017-08-25,68.0
2017-08-26,19.0
2017-08-27,17.0
2017-08-28,77.0
2017-08-29,76.0
2017-08-30,81.0
2017-08-31,80.0
2017-09-01,76.0
2017-09-02,12.0
2017-09-03,17.0
2017-09-04,24.0
2017-09-05,75.0
2017-09-06,75.0
2017-09-07,78.0
2017-09-08,74.0
2017-09-09,14.0
2017-09-10,16.0
2017-09-11,70.0
2017-09-12,68.0
2017-09-13,71.0
2017-09-14,64.0
2017-09-15,70.0
2017-09-16,16.0
2017-09-17,13.0
2017-09-18,80.0
2017-09-19,82.0
2017-09-20,77.0
2017-09-21,70.0
2017-09-22,74.0
2017-09-23,14.0
2017-09-24,16.0
2017-09-25,76.0
2017-09-26,72.0
2017-09-27,68.0
2017-09-28,69.0
2017-09-29,65.0
2017-09-30,14.0
2017-10-01,16.0
2017-10-02,67.0
2017-10-03,74.0
2017-10-04,72.0
2017-10-05,69.0
2017-10-06,68.0
2017-10-07,15.0
2017-10-08,16.0
2017-10-09,76.0
2017-10-10,67.0
2017-10-11,69.0
2017-10-12,59.0
2017-10-13,73.0
2017-10-14,16.0
2017-10-15,18.0
2017-10-16,69.0
2017-10-17,72.0
2017-10-18,61.0
2017-10-19,70.0
2017-10-20,69.0
2017-10-21,16.0
2017-10-22,15.0
2017-10-23,68.0
2017-10-24,71.0
2017-10-25,72.0
2017-10-26,72.0
2017-10-27,69.0
2017-10-28,17.0
2017-10-29,14.0
2017-10-30,69.0
2017-10-31,70.0
2017-11-01,73.0
2017-11-02,80.0
2017-11-03,74.0
2017-11-04,16.0
2017-11-05,19.0
2017-11-06,72.0
2017-11-07,77.0
2017-11-08,81.0
2017-11-09,84.0
2017-11-10,70.0
2017-11-11,18.0
2017-11-12,14.0
2017-11-13,81.0
2017-11-14,71.0
2017-11-15,81.0
2017-11-16,77.0
2017-11-17,77.0
2017-11-18,21.0
2017-11-19,15.0
2017-11-20,77.0
2017-11-21,75.0
2017-11-22,84.0
2017-11-23,84.0
2017-11-24,84.0
2017-11-25,19.0
2017-11-26,17.0
2017-11-27,82.0
2017-11-28,91.0
2017-11-29,76.0
2017-11-30,86.0
2017-12-01,72.0
2017-12-02,19.0
2017-12-03,16.0
2017-12-04,91.0
2017-12-05,96.0
2017-12-06,95.0
2017-12-07,88.0
2017-12-08,84.0
2017-12-09,17.0
2017-12-10,18.0
2017-12-11,84.0
2017-12-12,89.0
2017-12-13,74.0
2017-12-14,85.0
2017-12-15,81.0
2017-12-16,19.0
2017-12-17,21.0
2017-12-18,87.0
2017-12-19,83.0
2017-12-20,93.0
2017-12-21,84.0
2017-12-22,74.0
2017-12-23,14.0
2017-12-24,14.0
2017-12-25,70.0
2017-12-26,77.0
2017-12-27,73.0
2017-12-28,78.0
2017-12-29,78.0
2017-12-30,16.0
