date,dau tu
2022-12-30,75.0
2022-12-31,57.0
2023-01-01,54.0
2023-01-02,57.0
2023-01-03,63.0
2023-01-04,79.0
2023-01-05,63.0
2023-01-06,65.0
2023-01-07,61.0
2023-01-08,53.0
2023-01-09,63.0
2023-01-10,63.0
2023-01-11,73.0
2023-01-12,56.0
2023-01-13,49.0
2023-01-14,53.0
2023-01-15,51.0
2023-01-16,59.0
2023-01-17,58.0
2023-01-18,65.0
2023-01-19,36.0
2023-01-20,33.0
2023-01-21,42.0
2023-01-22,63.0
2023-01-23,50.0
2023-01-24,56.0
2023-01-25,51.0
2023-01-26,64.0
2023-01-27,66.0
2023-01-28,65.0
2023-01-29,56.0
2023-01-30,67.0
2023-01-31,77.0
2023-02-01,75.0
2023-02-02,76.0
2023-02-03,75.0
2023-02-04,52.0
2023-02-05,54.0
2023-02-06,70.0
2023-02-07,81.0
2023-02-08,82.0
2023-02-09,83.0
2023-02-10,72.0
2023-02-11,63.0
2023-02-12,50.0
2023-02-13,66.0
2023-02-14,72.0
2023-02-15,100.0
2023-02-16,82.0
2023-02-17,70.0
2023-02-18,68.0
2023-02-19,52.0
2023-02-20,76.0
2023-02-21,90.0
2023-02-22,87.0
2023-02-23,85.0
2023-02-24,82.0
2023-02-25,64.0
2023-02-26,53.0
2023-02-27,85.0
2023-02-28,94.0
2023-03-01,89.0
2023-03-02,84.0
2023-03-03,64.0
2023-03-04,64.0
2023-03-05,67.0
2023-03-06,75.0
2023-03-07,76.0
2023-03-08,72.0
2023-03-09,78.0
2023-03-10,82.0
2023-03-11,60.0
2023-03-12,57.0
2023-03-13,97.0
2023-03-14,74.0
2023-03-15,95.0
2023-03-16,80.0
2023-03-17,91.0
2023-03-18,77.0
2023-03-19,59.0
2023-03-20,87.0
2023-03-21,89.0
2023-03-22,97.0
2023-03-23,97.0
2023-03-24,76.0
2023-03-25,56.0
2023-03-26,60.0
2023-03-27,90.0
2023-03-28,88.0
2023-03-29,82.0
2023-03-30,76.0
2023-03-31,82.0
2023-04-01,60.0
2023-04-02,61.0
2023-04-03,74.0
2023-04-04,81.0
2023-04-05,78.0
2023-04-06,81.0
2023-04-07,84.0
2023-04-08,65.0
2023-04-09,57.0
2023-04-10,88.0
2023-04-11,81.0
2023-04-12,95.0
2023-04-13,86.0
2023-04-14,70.0
2023-04-15,54.0
2023-04-16,62.0
2023-04-17,82.0
2023-04-18,81.0
2023-04-19,78.0
2023-04-20,78.0
2023-04-21,80.0
2023-04-22,62.0
2023-04-23,68.0
2023-04-24,88.0
2023-04-25,90.0
2023-04-26,84.0
2023-04-27,81.0
2023-04-28,73.0
2023-04-29,57.0
2023-04-30,57.0
2023-05-01,53.0
2023-05-02,57.0
2023-05-03,68.0
2023-05-04,82.0
2023-05-05,77.0
2023-05-06,53.0
2023-05-07,57.0
2023-05-08,60.0
2023-05-09,75.0
2023-05-10,80.0
2023-05-11,65.0
2023-05-12,71.0
2023-05-13,59.0
2023-05-14,55.0
2023-05-15,64.0
2023-05-16,70.0
2023-05-17,73.0
2023-05-18,61.0
2023-05-19,59.0
2023-05-20,59.0
2023-05-21,61.0
2023-05-22,63.0
2023-05-23,82.0
2023-05-24,76.0
2023-05-25,62.0
2023-05-26,84.0
2023-05-27,51.0
2023-05-28,53.0
2023-05-29,74.0
2023-05-30,69.0
2023-05-31,66.0
2023-06-01,74.0
2023-06-02,71.0
2023-06-03,59.0
2023-06-04,51.0
2023-06-05,75.0
2023-06-06,79.0
2023-06-07,69.0
2023-06-08,78.0
2023-06-09,78.0
2023-06-10,72.0
2023-06-11,56.0
2023-06-12,64.0
2023-06-13,64.0
2023-06-14,76.0
2023-06-15,80.0
2023-06-16,75.0
2023-06-17,61.0
2023-06-18,51.0
2023-06-19,76.0
2023-06-20,69.0
2023-06-21,86.0
2023-06-22,69.0
2023-06-23,72.0
2023-06-24,57.0
2023-06-25,62.0
2023-06-26,76.0
2023-06-27,73.0
2023-06-28,67.0
2023-06-29,68.0
2023-06-30,79.0
2023-07-01,59.0
2023-07-02,56.0
2023-07-03,76.0
2023-07-04,77.0
2023-07-05,79.0
2023-07-06,71.0
2023-07-07,78.0
2023-07-08,57.0
2023-07-09,49.0
2023-07-10,83.0
2023-07-11,58.0
2023-07-12,78.0
2023-07-13,65.0
2023-07-14,68.0
2023-07-15,60.0
2023-07-16,68.0
2023-07-17,69.0
2023-07-18,70.0
2023-07-19,65.0
2023-07-20,70.0
2023-07-21,85.0
2023-07-22,49.0
2023-07-23,55.0
2023-07-24,74.0
2023-07-25,68.0
2023-07-26,73.0
2023-07-27,63.0
2023-07-28,68.0
2023-07-29,69.0
2023-07-30,49.0
2023-07-31,66.0
2023-08-01,71.0
2023-08-02,85.0
2023-08-03,84.0
2023-08-04,78.0
2023-08-05,67.0
2023-08-06,62.0
2023-08-07,82.0
2023-08-08,81.0
2023-08-09,69.0
2023-08-10,82.0
2023-08-11,62.0
2023-08-12,54.0
2023-08-13,41.0
2023-08-14,71.0
2023-08-15,74.0
2023-08-16,93.0
2023-08-17,68.0
2023-08-18,68.0
2023-08-19,61.0
2023-08-20,65.0
2023-08-21,65.0
2023-08-22,79.0
2023-08-23,69.0
2023-08-24,63.0
2023-08-25,66.0
2023-08-26,46.0
