date,dau tu
2011-11-10,77.0
2011-11-11,74.0
2011-11-12,68.0
2011-11-13,59.0
2011-11-14,82.0
2011-11-15,80.0
2011-11-16,80.0
2011-11-17,73.0
2011-11-18,72.0
2011-11-19,61.0
2011-11-20,61.0
2011-11-21,78.0
2011-11-22,68.0
2011-11-23,76.0
2011-11-24,73.0
2011-11-25,74.0
2011-11-26,71.0
2011-11-27,70.0
2011-11-28,81.0
2011-11-29,80.0
2011-11-30,75.0
2011-12-01,75.0
2011-12-02,72.0
2011-12-03,62.0
2011-12-04,59.0
2011-12-05,78.0
2011-12-06,71.0
2011-12-07,80.0
2011-12-08,74.0
2011-12-09,74.0
2011-12-10,63.0
2011-12-11,62.0
2011-12-12,80.0
2011-12-13,79.0
2011-12-14,71.0
2011-12-15,72.0
2011-12-16,79.0
2011-12-17,62.0
2011-12-18,59.0
2011-12-19,76.0
2011-12-20,71.0
2011-12-21,74.0
2011-12-22,70.0
2011-12-23,67.0
2011-12-24,56.0
2011-12-25,59.0
2011-12-26,64.0
2011-12-27,70.0
2011-12-28,75.0
2011-12-29,70.0
2011-12-30,66.0
2011-12-31,55.0
2012-01-01,57.0
2012-01-02,66.0
2012-01-03,70.0
2012-01-04,73.0
2012-01-05,70.0
2012-01-06,72.0
2012-01-07,56.0
2012-01-08,57.0
2012-01-09,68.0
2012-01-10,66.0
2012-01-11,65.0
2012-01-12,62.0
2012-01-13,65.0
2012-01-14,56.0
2012-01-15,52.0
2012-01-16,60.0
2012-01-17,60.0
2012-01-18,60.0
2012-01-19,53.0
2012-01-20,55.0
2012-01-21,46.0
2012-01-22,55.0
2012-01-23,60.0
2012-01-24,55.0
2012-01-25,56.0
2012-01-26,63.0
2012-01-27,61.0
2012-01-28,69.0
2012-01-29,67.0
2012-01-30,74.0
2012-01-31,76.0
2012-02-01,76.0
2012-02-02,72.0
2012-02-03,75.0
2012-02-04,69.0
2012-02-05,59.0
2012-02-06,72.0
2012-02-07,79.0
2012-02-08,76.0
2012-02-09,77.0
2012-02-10,72.0
2012-02-11,67.0
2012-02-12,63.0
2012-02-13,74.0
2012-02-14,74.0
2012-02-15,82.0
2012-02-16,77.0
2012-02-17,76.0
2012-02-18,70.0
2012-02-19,64.0
2012-02-20,80.0
2012-02-21,82.0
2012-02-22,79.0
2012-02-23,81.0
2012-02-24,73.0
2012-02-25,63.0
2012-02-26,65.0
2012-02-27,77.0
2012-02-28,78.0
2012-02-29,85.0
2012-03-01,79.0
2012-03-02,81.0
2012-03-03,70.0
2012-03-04,71.0
2012-03-05,82.0
2012-03-06,77.0
2012-03-07,79.0
2012-03-08,76.0
2012-03-09,78.0
2012-03-10,73.0
2012-03-11,65.0
2012-03-12,80.0
2012-03-13,86.0
2012-03-14,80.0
2012-03-15,84.0
2012-03-16,83.0
2012-03-17,73.0
2012-03-18,66.0
2012-03-19,78.0
2012-03-20,82.0
2012-03-21,81.0
2012-03-22,77.0
2012-03-23,79.0
2012-03-24,67.0
2012-03-25,63.0
2012-03-26,83.0
2012-03-27,81.0
2012-03-28,81.0
2012-03-29,84.0
2012-03-30,67.0
2012-03-31,56.0
2012-04-01,58.0
2012-04-02,74.0
2012-04-03,82.0
2012-04-04,80.0
2012-04-05,83.0
2012-04-06,74.0
2012-04-07,68.0
2012-04-08,67.0
2012-04-09,82.0
2012-04-10,75.0
2012-04-11,72.0
2012-04-12,71.0
2012-04-13,77.0
2012-04-14,62.0
2012-04-15,63.0
2012-04-16,77.0
2012-04-17,76.0
2012-04-18,80.0
2012-04-19,71.0
2012-04-20,79.0
2012-04-21,65.0
2012-04-22,62.0
2012-04-23,79.0
2012-04-24,78.0
2012-04-25,74.0
2012-04-26,70.0
2012-04-27,65.0
2012-04-28,58.0
2012-04-29,60.0
2012-04-30,53.0
2012-05-01,63.0
2012-05-02,74.0
2012-05-03,77.0
2012-05-04,73.0
2012-05-05,66.0
2012-05-06,63.0
2012-05-07,77.0
2012-05-08,74.0
2012-05-09,75.0
2012-05-10,72.0
2012-05-11,73.0
2012-05-12,65.0
2012-05-13,60.0
2012-05-14,72.0
2012-05-15,71.0
2012-05-16,69.0
2012-05-17,69.0
2012-05-18,69.0
2012-05-19,59.0
2012-05-20,64.0
2012-05-21,73.0
2012-05-22,69.0
2012-05-23,64.0
2012-05-24,69.0
2012-05-25,63.0
2012-05-26,57.0
2012-05-27,62.0
2012-05-28,69.0
2012-05-29,74.0
2012-05-30,69.0
2012-05-31,64.0
2012-06-01,66.0
2012-06-02,56.0
2012-06-03,62.0
2012-06-04,71.0
2012-06-05,66.0
2012-06-06,69.0
2012-06-07,66.0
2012-06-08,65.0
2012-06-09,64.0
2012-06-10,57.0
2012-06-11,64.0
2012-06-12,66.0
2012-06-13,68.0
2012-06-14,64.0
2012-06-15,61.0
2012-06-16,55.0
2012-06-17,63.0
2012-06-18,66.0
2012-06-19,70.0
2012-06-20,100.0
2012-06-21,97.0
2012-06-22,77.0
2012-06-23,62.0
2012-06-24,65.0
2012-06-25,72.0
2012-06-26,72.0
2012-06-27,70.0
2012-06-28,66.0
2012-06-29,65.0
2012-06-30,60.0
2012-07-01,54.0
2012-07-02,65.0
2012-07-03,61.0
2012-07-04,60.0
2012-07-05,61.0
2012-07-06,64.0
