date,chung khoan
2011-02-26,42.0
2011-02-27,41.0
2011-02-28,100.0
2011-03-01,85.0
2011-03-02,88.0
2011-03-03,85.0
2011-03-04,83.0
2011-03-05,38.0
2011-03-06,36.0
2011-03-07,91.0
2011-03-08,75.0
2011-03-09,79.0
2011-03-10,97.0
2011-03-11,96.0
2011-03-12,35.0
2011-03-13,34.0
2011-03-14,91.0
2011-03-15,86.0
2011-03-16,89.0
2011-03-17,86.0
2011-03-18,72.0
2011-03-19,35.0
2011-03-20,37.0
2011-03-21,90.0
2011-03-22,87.0
2011-03-23,83.0
2011-03-24,83.0
2011-03-25,78.0
2011-03-26,32.0
2011-03-27,32.0
2011-03-28,92.0
2011-03-29,80.0
2011-03-30,79.0
2011-03-31,72.0
2011-04-01,70.0
2011-04-02,32.0
2011-04-03,27.0
2011-04-04,76.0
2011-04-05,67.0
2011-04-06,69.0
2011-04-07,70.0
2011-04-08,64.0
2011-04-09,31.0
2011-04-10,26.0
2011-04-11,42.0
2011-04-12,32.0
2011-04-13,75.0
2011-04-14,72.0
2011-04-15,61.0
2011-04-16,31.0
2011-04-17,37.0
2011-04-18,73.0
2011-04-19,71.0
2011-04-20,73.0
2011-04-21,65.0
2011-04-22,60.0
2011-04-23,34.0
2011-04-24,27.0
2011-04-25,79.0
2011-04-26,65.0
2011-04-27,71.0
2011-04-28,66.0
2011-04-29,63.0
2011-04-30,18.0
2011-05-01,20.0
2011-05-02,26.0
2011-05-03,35.0
2011-05-04,66.0
2011-05-05,63.0
2011-05-06,64.0
2011-05-07,29.0
2011-05-08,23.0
2011-05-09,67.0
2011-05-10,58.0
2011-05-11,59.0
2011-05-12,61.0
2011-05-13,51.0
2011-05-14,24.0
2011-05-15,25.0
2011-05-16,61.0
2011-05-17,65.0
2011-05-18,64.0
2011-05-19,60.0
2011-05-20,63.0
2011-05-21,28.0
2011-05-22,24.0
2011-05-23,63.0
2011-05-24,67.0
2011-05-25,71.0
2011-05-26,80.0
2011-05-27,65.0
2011-05-28,37.0
2011-05-29,33.0
2011-05-30,75.0
2011-05-31,78.0
2011-06-01,71.0
2011-06-02,76.0
2011-06-03,73.0
2011-06-04,29.0
2011-06-05,30.0
2011-06-06,70.0
2011-06-07,82.0
2011-06-08,72.0
2011-06-09,69.0
2011-06-10,71.0
2011-06-11,26.0
2011-06-12,25.0
2011-06-13,79.0
2011-06-14,72.0
2011-06-15,80.0
2011-06-16,66.0
2011-06-17,61.0
2011-06-18,26.0
2011-06-19,22.0
2011-06-20,75.0
2011-06-21,73.0
2011-06-22,66.0
2011-06-23,62.0
2011-06-24,50.0
2011-06-25,28.0
2011-06-26,21.0
2011-06-27,62.0
2011-06-28,63.0
2011-06-29,58.0
2011-06-30,52.0
2011-07-01,52.0
2011-07-02,19.0
2011-07-03,19.0
2011-07-04,54.0
2011-07-05,55.0
2011-07-06,50.0
2011-07-07,48.0
2011-07-08,45.0
2011-07-09,20.0
2011-07-10,20.0
2011-07-11,55.0
2011-07-12,48.0
2011-07-13,56.0
2011-07-14,46.0
2011-07-15,44.0
2011-07-16,19.0
2011-07-17,18.0
2011-07-18,57.0
2011-07-19,50.0
2011-07-20,51.0
2011-07-21,47.0
2011-07-22,48.0
2011-07-23,20.0
2011-07-24,15.0
2011-07-25,48.0
2011-07-26,42.0
2011-07-27,43.0
2011-07-28,47.0
2011-07-29,46.0
2011-07-30,19.0
2011-07-31,15.0
2011-08-01,53.0
2011-08-02,37.0
2011-08-03,47.0
2011-08-04,48.0
2011-08-05,50.0
2011-08-06,24.0
2011-08-07,21.0
2011-08-08,60.0
2011-08-09,50.0
2011-08-10,52.0
2011-08-11,45.0
2011-08-12,49.0
2011-08-13,25.0
2011-08-14,22.0
2011-08-15,62.0
2011-08-16,52.0
2011-08-17,65.0
2011-08-18,58.0
2011-08-19,53.0
2011-08-20,29.0
2011-08-21,23.0
2011-08-22,66.0
2011-08-23,59.0
2011-08-24,60.0
2011-08-25,59.0
2011-08-26,57.0
2011-08-27,25.0
2011-08-28,23.0
2011-08-29,59.0
2011-08-30,59.0
2011-08-31,63.0
2011-09-01,58.0
2011-09-02,23.0
2011-09-03,19.0
2011-09-04,23.0
2011-09-05,61.0
2011-09-06,68.0
2011-09-07,72.0
2011-09-08,78.0
2011-09-09,69.0
2011-09-10,28.0
2011-09-11,31.0
2011-09-12,80.0
2011-09-13,76.0
2011-09-14,79.0
2011-09-15,64.0
2011-09-16,71.0
2011-09-17,31.0
2011-09-18,27.0
2011-09-19,74.0
2011-09-20,67.0
2011-09-21,55.0
2011-09-22,61.0
2011-09-23,59.0
2011-09-24,30.0
2011-09-25,28.0
2011-09-26,64.0
2011-09-27,69.0
2011-09-28,63.0
2011-09-29,59.0
2011-09-30,54.0
2011-10-01,30.0
2011-10-02,25.0
2011-10-03,59.0
2011-10-04,57.0
2011-10-05,57.0
2011-10-06,59.0
2011-10-07,54.0
2011-10-08,28.0
2011-10-09,26.0
2011-10-10,59.0
2011-10-11,57.0
2011-10-12,55.0
2011-10-13,55.0
2011-10-14,55.0
2011-10-15,24.0
2011-10-16,24.0
2011-10-17,55.0
2011-10-18,50.0
2011-10-19,51.0
2011-10-20,48.0
2011-10-21,51.0
2011-10-22,25.0
2011-10-23,26.0
