date,co phieu
2013-01-04,62.0
2013-01-05,49.0
2013-01-06,27.0
2013-01-07,84.0
2013-01-08,65.0
2013-01-09,60.0
2013-01-10,64.0
2013-01-11,67.0
2013-01-12,42.0
2013-01-13,46.0
2013-01-14,56.0
2013-01-15,53.0
2013-01-16,77.0
2013-01-17,62.0
2013-01-18,65.0
2013-01-19,30.0
2013-01-20,40.0
2013-01-21,56.0
2013-01-22,65.0
2013-01-23,40.0
2013-01-24,64.0
2013-01-25,60.0
2013-01-26,41.0
2013-01-27,42.0
2013-01-28,62.0
2013-01-29,56.0
2013-01-30,55.0
2013-01-31,33.0
2013-02-01,50.0
2013-02-02,29.0
2013-02-03,32.0
2013-02-04,34.0
2013-02-05,48.0
2013-02-06,23.0
2013-02-07,46.0
2013-02-08,39.0
2013-02-09,25.0
2013-02-10,24.0
2013-02-11,44.0
2013-02-12,0.0
2013-02-13,32.0
2013-02-14,30.0
2013-02-15,27.0
2013-02-16,33.0
2013-02-17,30.0
2013-02-18,68.0
2013-02-19,56.0
2013-02-20,61.0
2013-02-21,62.0
2013-02-22,58.0
2013-02-23,46.0
2013-02-24,33.0
2013-02-25,53.0
2013-02-26,59.0
2013-02-27,64.0
2013-02-28,48.0
2013-03-01,55.0
2013-03-02,30.0
2013-03-03,43.0
2013-03-04,56.0
2013-03-05,65.0
2013-03-06,60.0
2013-03-07,72.0
2013-03-08,46.0
2013-03-09,50.0
2013-03-10,45.0
2013-03-11,65.0
2013-03-12,57.0
2013-03-13,61.0
2013-03-14,52.0
2013-03-15,49.0
2013-03-16,48.0
2013-03-17,38.0
2013-03-18,57.0
2013-03-19,54.0
2013-03-20,50.0
2013-03-21,62.0
2013-03-22,61.0
2013-03-23,39.0
2013-03-24,43.0
2013-03-25,44.0
2013-03-26,66.0
2013-03-27,59.0
2013-03-28,59.0
2013-03-29,51.0
2013-03-30,46.0
2013-03-31,44.0
2013-04-01,56.0
2013-04-02,66.0
2013-04-03,61.0
2013-04-04,64.0
2013-04-05,61.0
2013-04-06,41.0
2013-04-07,51.0
2013-04-08,51.0
2013-04-09,60.0
2013-04-10,60.0
2013-04-11,62.0
2013-04-12,49.0
2013-04-13,24.0
2013-04-14,39.0
2013-04-15,56.0
2013-04-16,56.0
2013-04-17,56.0
2013-04-18,43.0
2013-04-19,41.0
2013-04-20,50.0
2013-04-21,48.0
2013-04-22,56.0
2013-04-23,65.0
2013-04-24,57.0
2013-04-25,42.0
2013-04-26,43.0
2013-04-27,27.0
2013-04-28,26.0
2013-04-29,29.0
2013-04-30,36.0
2013-05-01,36.0
2013-05-02,34.0
2013-05-03,72.0
2013-05-04,47.0
2013-05-05,46.0
2013-05-06,56.0
2013-05-07,55.0
2013-05-08,51.0
2013-05-09,63.0
2013-05-10,44.0
2013-05-11,36.0
2013-05-12,48.0
2013-05-13,75.0
2013-05-14,59.0
2013-05-15,51.0
2013-05-16,48.0
2013-05-17,60.0
2013-05-18,47.0
2013-05-19,46.0
2013-05-20,58.0
2013-05-21,63.0
2013-05-22,61.0
2013-05-23,69.0
2013-05-24,68.0
2013-05-25,60.0
2013-05-26,38.0
2013-05-27,85.0
2013-05-28,79.0
2013-05-29,59.0
2013-05-30,66.0
2013-05-31,61.0
2013-06-01,46.0
2013-06-02,50.0
2013-06-03,53.0
2013-06-04,55.0
2013-06-05,52.0
2013-06-06,47.0
2013-06-07,68.0
2013-06-08,41.0
2013-06-09,47.0
2013-06-10,72.0
2013-06-11,100.0
2013-06-12,80.0
2013-06-13,57.0
2013-06-14,61.0
2013-06-15,36.0
2013-06-16,47.0
2013-06-17,69.0
2013-06-18,68.0
2013-06-19,64.0
2013-06-20,57.0
2013-06-21,48.0
2013-06-22,44.0
2013-06-23,28.0
2013-06-24,50.0
2013-06-25,45.0
2013-06-26,47.0
2013-06-27,48.0
2013-06-28,55.0
2013-06-29,55.0
2013-06-30,28.0
2013-07-01,51.0
2013-07-02,48.0
2013-07-03,47.0
2013-07-04,60.0
2013-07-05,50.0
2013-07-06,24.0
2013-07-07,36.0
2013-07-08,38.0
2013-07-09,41.0
2013-07-10,51.0
2013-07-11,51.0
2013-07-12,64.0
2013-07-13,38.0
2013-07-14,26.0
2013-07-15,48.0
2013-07-16,50.0
2013-07-17,40.0
2013-07-18,54.0
2013-07-19,49.0
2013-07-20,42.0
2013-07-21,42.0
2013-07-22,43.0
2013-07-23,41.0
2013-07-24,53.0
2013-07-25,36.0
2013-07-26,45.0
2013-07-27,44.0
2013-07-28,38.0
2013-07-29,48.0
2013-07-30,43.0
2013-07-31,43.0
2013-08-01,35.0
2013-08-02,52.0
2013-08-03,41.0
2013-08-04,34.0
2013-08-05,52.0
2013-08-06,43.0
2013-08-07,38.0
2013-08-08,34.0
2013-08-09,50.0
2013-08-10,36.0
2013-08-11,30.0
2013-08-12,53.0
2013-08-13,52.0
2013-08-14,41.0
2013-08-15,49.0
2013-08-16,37.0
2013-08-17,43.0
2013-08-18,36.0
2013-08-19,54.0
2013-08-20,51.0
2013-08-21,47.0
2013-08-22,57.0
2013-08-23,47.0
2013-08-24,50.0
2013-08-25,47.0
2013-08-26,55.0
2013-08-27,55.0
2013-08-28,37.0
2013-08-29,45.0
2013-08-30,41.0
2013-08-31,26.0
