date,co phieu
2011-03-29,89.0
2011-03-30,74.0
2011-03-31,69.0
2011-04-01,77.0
2011-04-02,60.0
2011-04-03,68.0
2011-04-04,61.0
2011-04-05,73.0
2011-04-06,67.0
2011-04-07,82.0
2011-04-08,90.0
2011-04-09,62.0
2011-04-10,47.0
2011-04-11,71.0
2011-04-12,54.0
2011-04-13,68.0
2011-04-14,78.0
2011-04-15,81.0
2011-04-16,42.0
2011-04-17,57.0
2011-04-18,61.0
2011-04-19,100.0
2011-04-20,84.0
2011-04-21,84.0
2011-04-22,72.0
2011-04-23,50.0
2011-04-24,70.0
2011-04-25,88.0
2011-04-26,89.0
2011-04-27,60.0
2011-04-28,69.0
2011-04-29,79.0
2011-04-30,49.0
2011-05-01,40.0
2011-05-02,57.0
2011-05-03,59.0
2011-05-04,60.0
2011-05-05,88.0
2011-05-06,62.0
2011-05-07,47.0
2011-05-08,49.0
2011-05-09,87.0
2011-05-10,73.0
2011-05-11,70.0
2011-05-12,68.0
2011-05-13,84.0
2011-05-14,61.0
2011-05-15,56.0
2011-05-16,67.0
2011-05-17,76.0
2011-05-18,67.0
2011-05-19,84.0
2011-05-20,79.0
2011-05-21,71.0
2011-05-22,42.0
2011-05-23,94.0
2011-05-24,74.0
2011-05-25,74.0
2011-05-26,80.0
2011-05-27,90.0
2011-05-28,66.0
2011-05-29,66.0
2011-05-30,80.0
2011-05-31,86.0
2011-06-01,71.0
2011-06-02,100.0
2011-06-03,70.0
2011-06-04,66.0
2011-06-05,56.0
2011-06-06,77.0
2011-06-07,84.0
2011-06-08,90.0
2011-06-09,92.0
2011-06-10,83.0
2011-06-11,59.0
2011-06-12,60.0
2011-06-13,78.0
2011-06-14,64.0
2011-06-15,70.0
2011-06-16,93.0
2011-06-17,79.0
2011-06-18,54.0
2011-06-19,44.0
2011-06-20,55.0
2011-06-21,60.0
2011-06-22,80.0
2011-06-23,58.0
2011-06-24,59.0
2011-06-25,53.0
2011-06-26,45.0
2011-06-27,61.0
2011-06-28,64.0
2011-06-29,49.0
2011-06-30,57.0
2011-07-01,70.0
2011-07-02,36.0
2011-07-03,35.0
2011-07-04,67.0
2011-07-05,56.0
2011-07-06,51.0
2011-07-07,66.0
2011-07-08,48.0
2011-07-09,43.0
2011-07-10,47.0
2011-07-11,57.0
2011-07-12,51.0
2011-07-13,59.0
2011-07-14,66.0
2011-07-15,48.0
2011-07-16,52.0
2011-07-17,43.0
2011-07-18,73.0
2011-07-19,49.0
2011-07-20,45.0
2011-07-21,59.0
2011-07-22,37.0
2011-07-23,35.0
2011-07-24,30.0
2011-07-25,53.0
2011-07-26,38.0
2011-07-27,40.0
2011-07-28,36.0
2011-07-29,42.0
2011-07-30,32.0
2011-07-31,45.0
2011-08-01,49.0
2011-08-02,55.0
2011-08-03,51.0
2011-08-04,41.0
2011-08-05,44.0
2011-08-06,39.0
2011-08-07,30.0
2011-08-08,48.0
2011-08-09,31.0
2011-08-10,39.0
2011-08-11,48.0
2011-08-12,38.0
2011-08-13,41.0
2011-08-14,31.0
2011-08-15,57.0
2011-08-16,52.0
2011-08-17,38.0
2011-08-18,81.0
2011-08-19,54.0
2011-08-20,38.0
2011-08-21,32.0
2011-08-22,49.0
2011-08-23,81.0
2011-08-24,56.0
2011-08-25,55.0
2011-08-26,48.0
2011-08-27,38.0
2011-08-28,40.0
2011-08-29,70.0
2011-08-30,50.0
2011-08-31,45.0
2011-09-01,66.0
2011-09-02,45.0
2011-09-03,29.0
2011-09-04,27.0
2011-09-05,59.0
2011-09-06,46.0
2011-09-07,70.0
2011-09-08,58.0
2011-09-09,67.0
2011-09-10,39.0
2011-09-11,50.0
2011-09-12,79.0
2011-09-13,85.0
2011-09-14,71.0
2011-09-15,71.0
2011-09-16,63.0
2011-09-17,36.0
2011-09-18,43.0
2011-09-19,69.0
2011-09-20,46.0
2011-09-21,68.0
2011-09-22,46.0
2011-09-23,77.0
2011-09-24,59.0
2011-09-25,41.0
2011-09-26,76.0
2011-09-27,62.0
2011-09-28,53.0
2011-09-29,65.0
2011-09-30,41.0
2011-10-01,38.0
2011-10-02,40.0
2011-10-03,57.0
2011-10-04,59.0
2011-10-05,57.0
2011-10-06,62.0
2011-10-07,52.0
2011-10-08,47.0
2011-10-09,30.0
2011-10-10,57.0
2011-10-11,52.0
2011-10-12,65.0
2011-10-13,58.0
2011-10-14,49.0
2011-10-15,42.0
2011-10-16,40.0
2011-10-17,49.0
2011-10-18,58.0
2011-10-19,47.0
2011-10-20,41.0
2011-10-21,50.0
2011-10-22,39.0
2011-10-23,43.0
2011-10-24,48.0
2011-10-25,72.0
2011-10-26,57.0
2011-10-27,66.0
2011-10-28,52.0
2011-10-29,48.0
2011-10-30,38.0
2011-10-31,65.0
2011-11-01,74.0
2011-11-02,70.0
2011-11-03,55.0
2011-11-04,54.0
2011-11-05,46.0
2011-11-06,32.0
2011-11-07,47.0
2011-11-08,70.0
2011-11-09,49.0
2011-11-10,59.0
2011-11-11,51.0
2011-11-12,28.0
2011-11-13,21.0
2011-11-14,66.0
2011-11-15,67.0
2011-11-16,55.0
2011-11-17,58.0
2011-11-18,43.0
2011-11-19,34.0
2011-11-20,40.0
2011-11-21,71.0
2011-11-22,58.0
2011-11-23,71.0
